,predicted indicator,feature indicator,feature importance
27930,hdr-69706,wdi-IT.MLT.MAIN.P2,0.1602521543906147
27931,hdr-69706,wdi2-SP.DYN.CBRT.IN,0.0894364838864328
27932,hdr-69706,wdi-EN.ATM.METH.KT.CE,0.0619388831286354
27933,hdr-69706,key-wdi2-NY.GDP.PCAP.CD,0.0475969386654133
27934,hdr-69706,wdi2-NY.GDP.PCAP.CD,0.0442435281867204
27935,hdr-69706,wdi2-NY.GDP.PCAP.KD,0.038396253848412
27936,hdr-69706,wdi2-SP.DYN.LE00.MA.IN,0.0356475729970863
27937,hdr-69706,wdi2-SP.DYN.LE00.IN,0.0313925306201525
27938,hdr-69706,wdi2-SP.DYN.CDRT.IN,0.0299646808462614
27939,hdr-69706,wdi-EN.ATM.CO2E.PC,0.0277032532092735
27940,hdr-69206,wdi2-SP.DYN.LE00.IN,0.3975915730232538
27941,hdr-69206,wdi2-SP.DYN.LE00.FE.IN,0.2920999914071291
27942,hdr-69206,wdi2-SP.DYN.LE00.MA.IN,0.2333021053182353
27943,hdr-69206,wdi2-SP.DYN.CDRT.IN,0.0097782196118275
27944,hdr-69206,key-wdi2-NY.GDP.PCAP.CD,0.0066290439389275
27945,hdr-69206,wdi2-SE.SEC.DURS,0.0044017476801086
27946,hdr-69206,key-wdi2-SP.POP.TOTL,0.0031352751289768
27947,hdr-69206,wdi-AG.LND.AGRI.ZS,0.0027585545668204
27948,hdr-69206,wdi2-PA.NUS.ATLS,0.0022866661628218
27949,hdr-69206,wdi2-SP.POP.TOTL,0.0021396185205008
27950,hdr-43006,wdi2-SP.DYN.CBRT.IN,0.3813192011419527
27951,hdr-43006,wdi-IT.MLT.MAIN.P2,0.1353551106110398
27952,hdr-43006,wdi2-NY.GDP.PCAP.KD,0.1097933660597304
27953,hdr-43006,wdi-EN.ATM.CO2E.PC,0.0771343581836283
27954,hdr-43006,key-wdi2-NY.GDP.PCAP.CD,0.046889237667232
27955,hdr-43006,wdi2-NY.GDP.PCAP.CD,0.0302509193398085
27956,hdr-43006,wdi-BX.GRT.TECH.CD.WD,0.0171896584552746
27957,hdr-43006,wdi2-SP.DYN.LE00.IN,0.0154581749270658
27958,hdr-43006,wdi2-SP.DYN.LE00.FE.IN,0.015232705777562
27959,hdr-43006,wdi2-SP.RUR.TOTL.ZS,0.0134275732817275
27960,hdr-195706,wdi2-NY.GDP.PCAP.KD,0.1922800550898425
27961,hdr-195706,wdi2-SP.RUR.TOTL.ZS,0.1519635512206416
27962,hdr-195706,wdi2-SP.URB.TOTL.IN.ZS,0.145712266332235
27963,hdr-195706,key-wdi2-NY.GDP.PCAP.CD,0.067944810321628
27964,hdr-195706,wdi2-NY.GDP.PCAP.CD,0.0676562533127974
27965,hdr-195706,key-wdi-EN.ATM.CO2E.KT,0.0495218399035549
27966,hdr-195706,wdi-BN.TRF.CURR.CD,0.0446880399001156
27967,hdr-195706,wdi-EN.ATM.CO2E.KT,0.0308059530732285
27968,hdr-195706,wdi-BM.TRF.PRVT.CD,0.0264668687853109
27969,hdr-195706,wdi-EN.ATM.GHGT.KT.CE,0.0185637549927183
27970,hdr-103606,wdi2-SP.DYN.CBRT.IN,0.3129198367086817
27971,hdr-103606,key-wdi2-NY.GDP.PCAP.CD,0.1569896091638131
27972,hdr-103606,wdi2-NY.GDP.PCAP.KD,0.1456151774118346
27973,hdr-103606,wdi2-NY.GDP.PCAP.CD,0.0913130843579333
27974,hdr-103606,wdi-EN.ATM.CO2E.PC,0.0614924692127176
27975,hdr-103606,wdi-IT.MLT.MAIN.P2,0.041809986869777
27976,hdr-103606,wdi2-SP.RUR.TOTL.ZS,0.0264785852029315
27977,hdr-103606,wdi2-SP.URB.TOTL.IN.ZS,0.0170421797140416
27978,hdr-103606,wdi-IT.CEL.SETS.P2,0.0096169152883047
27979,hdr-103606,wdi-AG.LND.ARBL.HA.PC,0.0079026634265657
27980,hdr-103206,wdi2-SP.DYN.LE00.IN,0.4041407874119594
27981,hdr-103206,wdi2-SP.DYN.LE00.FE.IN,0.2957215619211843
27982,hdr-103206,wdi2-SP.DYN.LE00.MA.IN,0.2256721883095614
27983,hdr-103206,wdi2-SP.DYN.CDRT.IN,0.0101397049041407
27984,hdr-103206,key-wdi2-NY.GDP.PCAP.CD,0.0059093440239425
27985,hdr-103206,wdi2-SE.SEC.DURS,0.003712605075432
27986,hdr-103206,wdi2-SP.DYN.CBRT.IN,0.0025439541821443
27987,hdr-103206,key-wdi2-SP.POP.TOTL,0.0022519964645878
27988,hdr-103206,wdi2-SP.POP.TOTL,0.0021216446553082
27989,hdr-103206,wdi2-PA.NUS.ATLS,0.0021191343931782
27990,hdr-103006,wdi-IT.MLT.MAIN.P2,0.1816194519107981
27991,hdr-103006,wdi2-NY.GDP.PCAP.KD,0.0865125337398782
27992,hdr-103006,wdi-EN.ATM.CO2E.PC,0.0821713451689512
27993,hdr-103006,key-wdi2-NY.GDP.PCAP.CD,0.0787707928064283
27994,hdr-103006,wdi2-NY.GDP.PCAP.CD,0.0677651589038658
27995,hdr-103006,wdi2-SP.DYN.CBRT.IN,0.0551576037759657
27996,hdr-103006,wdi2-SP.URB.GROW,0.0469634827811729
27997,hdr-103006,wdi-DT.NFL.UNDP.CD,0.0398927317078344
27998,hdr-103006,wdi2-SE.SEC.AGES,0.0174589249161219
27999,hdr-103006,wdi2-PA.NUS.FCRF,0.0174175706827894
