,predicted indicator,feature indicator,feature importance
9190,ldc-AFF-Index,wdi2-NY.GDP.MKTP.CN,0.0010024369515978
9191,ldc-AFF-Index,ldc-AFF-Value,0.9941012423615558
9192,ldc-AFF-Index,ldc-AIN-Index,0.0006459044000299
9193,ldc-AFF-Index,ldc-AIN-Value,0.0007020612411775
9194,ldc-AFF-Index,ldc-ALR-Index,0.0004256793014481
9195,ldc-AFF-Index,ldc-ALR-Value,0.0005127116629675
9196,ldc-AFF-Index,ldc-DRY-Index,0.0001769891952211
9197,ldc-AFF-Index,ldc-DRY-Value,0.0003092245020134
9198,ldc-AFF-Index,ldc-EVI,0.0015425356443728
9199,ldc-AFF-Index,ldc-GPIS-Index,0.0005812147396158
9200,ldc-AFF-Value,wdi2-NY.GDP.MKTP.CN,0.0020663112445067
9201,ldc-AFF-Value,ldc-AFF-Index,0.9902781504096628
9202,ldc-AFF-Value,ldc-AIN-Index,0.0007903605935164
9203,ldc-AFF-Value,ldc-AIN-Value,0.0007492169503442
9204,ldc-AFF-Value,ldc-ALR-Index,0.0007603495832687
9205,ldc-AFF-Value,ldc-ALR-Value,0.0007190578411335
9206,ldc-AFF-Value,ldc-DRY-Index,0.0003540897747128
9207,ldc-AFF-Value,ldc-DRY-Value,0.0002469923742983
9208,ldc-AFF-Value,ldc-EVI,0.0028997947099597
9209,ldc-AFF-Value,ldc-GPIS-Index,0.0011356765185963
9210,ldc-AIN-Index,wdi2-NY.GDP.MKTP.CN,0.0023512766782546
9211,ldc-AIN-Index,ldc-AFF-Index,0.0003308192046393
9212,ldc-AIN-Index,ldc-AFF-Value,0.0010229238543213
9213,ldc-AIN-Index,ldc-AIN-Value,0.99182961241971
9214,ldc-AIN-Index,ldc-ALR-Index,0.0003048571689334
9215,ldc-AIN-Index,ldc-ALR-Value,0.0004486523875097
9216,ldc-AIN-Index,ldc-DRY-Index,0.0005695899206503
9217,ldc-AIN-Index,ldc-DRY-Value,0.000700119294104
9218,ldc-AIN-Index,ldc-EVI,0.0022023657427931
9219,ldc-AIN-Index,ldc-GPIS-Index,0.0002397833290836
9220,ldc-AIN-Value,wdi2-NY.GDP.MKTP.CN,0.0285809253311909
9221,ldc-AIN-Value,ldc-AFF-Index,0.0049779026015722
9222,ldc-AIN-Value,ldc-AFF-Value,0.0051341972245293
9223,ldc-AIN-Value,ldc-AIN-Index,0.8550633207649596
9224,ldc-AIN-Value,ldc-ALR-Index,0.0133562633479914
9225,ldc-AIN-Value,ldc-ALR-Value,0.0147461933684923
9226,ldc-AIN-Value,ldc-DRY-Index,0.000250876431808
9227,ldc-AIN-Value,ldc-DRY-Value,0.0002948541582116
9228,ldc-AIN-Value,ldc-EVI,0.0758382604508146
9229,ldc-AIN-Value,ldc-GPIS-Index,0.0017572063204299
9230,ldc-ALR-Index,wdi2-NY.GDP.MKTP.CN,0.0003499087265663
9231,ldc-ALR-Index,ldc-AFF-Index,0.0001823150730666
9232,ldc-ALR-Index,ldc-AFF-Value,0.0001692504637981
9233,ldc-ALR-Index,ldc-AIN-Index,0.0002429939806441
9234,ldc-ALR-Index,ldc-AIN-Value,0.0001919237842551
9235,ldc-ALR-Index,ldc-ALR-Value,0.9976576470610626
9236,ldc-ALR-Index,ldc-DRY-Index,0.000193983179478
9237,ldc-ALR-Index,ldc-DRY-Value,0.0001644564435781
9238,ldc-ALR-Index,ldc-EVI,0.0003404811693184
9239,ldc-ALR-Index,ldc-GPIS-Index,0.0005070401182324
9240,ldc-ALR-Value,wdi2-NY.GDP.MKTP.CN,0.0003521674325822
9241,ldc-ALR-Value,ldc-AFF-Index,0.0001886683327704
9242,ldc-ALR-Value,ldc-AFF-Value,0.0001856088841395
9243,ldc-ALR-Value,ldc-AIN-Index,0.000250240394298
9244,ldc-ALR-Value,ldc-AIN-Value,0.0002052326524544
9245,ldc-ALR-Value,ldc-ALR-Index,0.9976984969524808
9246,ldc-ALR-Value,ldc-DRY-Index,0.0001972636574639
9247,ldc-ALR-Value,ldc-DRY-Value,0.000151377942103
9248,ldc-ALR-Value,ldc-EVI,0.0002588601981644
9249,ldc-ALR-Value,ldc-GPIS-Index,0.000512083553543
9250,ldc-DRY-Index,wdi2-NY.GDP.MKTP.CN,0.0003687216984124
9251,ldc-DRY-Index,ldc-AFF-Index,0.0001800010967975
9252,ldc-DRY-Index,ldc-AFF-Value,0.0001902145649254
9253,ldc-DRY-Index,ldc-AIN-Index,0.0001175791293924
9254,ldc-DRY-Index,ldc-AIN-Value,0.0001190563409498
9255,ldc-DRY-Index,ldc-ALR-Index,9.528055429579696e-05
9256,ldc-DRY-Index,ldc-ALR-Value,0.0001008280933112
9257,ldc-DRY-Index,ldc-DRY-Value,0.9985926003914376
9258,ldc-DRY-Index,ldc-EVI,0.0001613737774345
9259,ldc-DRY-Index,ldc-GPIS-Index,7.434435304322214e-05
9260,ldc-DRY-Value,wdi2-NY.GDP.MKTP.CN,0.0003687216984124
9261,ldc-DRY-Value,ldc-AFF-Index,0.0001800010967975
9262,ldc-DRY-Value,ldc-AFF-Value,0.0001902145649254
9263,ldc-DRY-Value,ldc-AIN-Index,0.0001175791293924
9264,ldc-DRY-Value,ldc-AIN-Value,0.0001190563409498
9265,ldc-DRY-Value,ldc-ALR-Index,9.528055429579696e-05
9266,ldc-DRY-Value,ldc-ALR-Value,0.0001008280933112
9267,ldc-DRY-Value,ldc-DRY-Index,0.9985926003914376
9268,ldc-DRY-Value,ldc-EVI,0.0001613737774345
9269,ldc-DRY-Value,ldc-GPIS-Index,7.434435304322214e-05
9270,ldc-EVI,wdi2-NY.GDP.MKTP.CN,0.3488146248953144
9271,ldc-EVI,ldc-AFF-Index,0.1112991788596064
9272,ldc-EVI,ldc-AFF-Value,0.1122165949958375
9273,ldc-EVI,ldc-AIN-Index,0.0724383237055723
9274,ldc-EVI,ldc-AIN-Value,0.0811701563732029
9275,ldc-EVI,ldc-ALR-Index,0.0436882771518455
9276,ldc-EVI,ldc-ALR-Value,0.0374317046534975
9277,ldc-EVI,ldc-DRY-Index,0.0895897786716325
9278,ldc-EVI,ldc-DRY-Value,0.0793169078901383
9279,ldc-EVI,ldc-GPIS-Index,0.0240344528033522
9280,ldc-GPIS-Index,wdi2-NY.GDP.MKTP.CN,0.0613754458254585
9281,ldc-GPIS-Index,ldc-AFF-Index,0.0191268397488422
9282,ldc-GPIS-Index,ldc-AFF-Value,0.0249835267687456
9283,ldc-GPIS-Index,ldc-AIN-Index,0.0467372920922503
9284,ldc-GPIS-Index,ldc-AIN-Value,0.0385103544089573
9285,ldc-GPIS-Index,ldc-ALR-Index,0.3393971214869877
9286,ldc-GPIS-Index,ldc-ALR-Value,0.3654427433539677
9287,ldc-GPIS-Index,ldc-DRY-Index,0.0149599517910159
9288,ldc-GPIS-Index,ldc-DRY-Value,0.0131446546161602
9289,ldc-GPIS-Index,ldc-EVI,0.0763220699076141
9290,ldc-GPIS-Value,wdi2-NY.GDP.MKTP.CN,0.0719611091428641
9291,ldc-GPIS-Value,ldc-AFF-Index,0.0233937210502768
9292,ldc-GPIS-Value,ldc-AFF-Value,0.0232024193385984
9293,ldc-GPIS-Value,ldc-AIN-Index,0.0402899509019906
9294,ldc-GPIS-Value,ldc-AIN-Value,0.0359396136749413
9295,ldc-GPIS-Value,ldc-ALR-Index,0.3263905573315371
9296,ldc-GPIS-Value,ldc-ALR-Value,0.3503117101582823
9297,ldc-GPIS-Value,ldc-DRY-Index,0.0124733680102942
9298,ldc-GPIS-Value,ldc-DRY-Value,0.0154535806065979
9299,ldc-GPIS-Value,ldc-EVI,0.1005839697846168
9300,ldc-GSSE-Index,wdi2-NY.GDP.MKTP.CN,0.0507255913072963
9301,ldc-GSSE-Index,ldc-AFF-Index,0.0335265586886834
9302,ldc-GSSE-Index,ldc-AFF-Value,0.0308751371576381
9303,ldc-GSSE-Index,ldc-AIN-Index,0.0306648970454073
9304,ldc-GSSE-Index,ldc-AIN-Value,0.0311394492192511
9305,ldc-GSSE-Index,ldc-ALR-Index,0.3548020339861161
9306,ldc-GSSE-Index,ldc-ALR-Value,0.3756701390266903
9307,ldc-GSSE-Index,ldc-DRY-Index,0.0131951647585292
9308,ldc-GSSE-Index,ldc-DRY-Value,0.0137455655181886
9309,ldc-GSSE-Index,ldc-EVI,0.0656554632921993
9310,ldc-GSSE-Value,wdi2-NY.GDP.MKTP.CN,0.0565089579610196
9311,ldc-GSSE-Value,ldc-AFF-Index,0.0396278597426743
9312,ldc-GSSE-Value,ldc-AFF-Value,0.0367601170335218
9313,ldc-GSSE-Value,ldc-AIN-Index,0.0324319991922774
9314,ldc-GSSE-Value,ldc-AIN-Value,0.0365871437037999
9315,ldc-GSSE-Value,ldc-ALR-Index,0.3402833683969684
9316,ldc-GSSE-Value,ldc-ALR-Value,0.370363297104291
9317,ldc-GSSE-Value,ldc-DRY-Index,0.0121112682717642
