,Unnamed: 0,model,year,target,predictor,values
217,489694,etr,2020,wdi2-TM.VAL.SERV.CD.WT,wdi-BM.GSR.MRCH.CD,0.0482646266174255
218,489811,etr,2020,wdi2-TM.VAL.SERV.CD.WT,wdi2-TM.VAL.MRCH.WL.CD,0.0390575109003966
219,489806,etr,2020,wdi2-TM.VAL.SERV.CD.WT,wdi2-TM.VAL.MRCH.CD.WT,0.0389637562092494
220,489540,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi-BM.GSR.CMCP.ZS,0.2416155333063387
221,489663,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi2-TM.VAL.TRAN.ZS.WT,0.1761857244598387
222,489547,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi-BM.GSR.TRAN.ZS,0.1094951558809959
223,489641,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi2-SE.SEC.DURS,0.0316204355755928
224,489534,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi-AG.LND.AGRI.ZS,0.0292318740072843
225,489537,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi-AG.LND.ARBL.ZS,0.0125847904679663
226,489603,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi-IT.CEL.SETS.P2,0.0124435951531975
227,489527,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,key-wdi-IT.CEL.SETS.P2,0.0122899139977355
228,489651,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi2-SP.URB.GROW,0.0116945424520945
229,489647,etr,2020,wdi2-TM.VAL.OTHR.ZS.WT,wdi2-SP.POP.GROW,0.011170010476468
230,489485,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-SE.PRM.AGES,0.2068170926423826
231,489454,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi-IT.MLT.MAIN.P2,0.1052683376137662
232,489500,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-SP.URB.GROW,0.0955873083506512
233,489465,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-NY.GDP.FRST.RT.ZS,0.025870451038596
234,489452,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi-IT.CEL.SETS.P2,0.023199369774383
235,489462,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-NY.GDP.DEFL.ZS,0.0229472509712429
236,489376,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,key-wdi-IT.CEL.SETS.P2,0.021912494664306
237,489496,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-SP.POP.GROW,0.0202239257937735
238,489491,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-SP.DYN.CBRT.IN,0.0198210667218391
239,489492,etr,2020,wdi2-TM.VAL.MRCH.XD.WD,wdi2-SP.DYN.CDRT.IN,0.0196313483885702
240,489357,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi2-TM.VAL.MRCH.R1.ZS,0.2718295376404402
241,489292,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi-EN.ATM.METH.EG.KT.CE,0.1180468420616
242,489303,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi-IT.MLT.MAIN.P2,0.0940057382059298
243,489340,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi2-SP.DYN.CBRT.IN,0.0528265224047257
244,489355,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi2-TM.VAL.MRCH.HI.ZS,0.0442804907145854
245,489250,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi-BN.GSR.FCTY.CD,0.0349509946378117
246,489330,etr,2020,wdi2-TM.VAL.MRCH.WR.ZS,wdi2-NY.GSR.NFCY.CD,0.0283574762812075
