,predicted indicator,feature indicator,feature importance
0,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-AIN-Index,0.11635646711659399
1,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-VIC-Index,0.0653847788367787
2,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-REM-Index,0.10899396636959256
3,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-XIN-Index,0.105902626605149
4,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-geographic,0.08909636770852343
5,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-LECZ-Index,0.09278558485756504
6,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-AFF-Index,0.10458416784359176
7,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-environmental,0.10498699856451685
8,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,0.1283872495014984
9,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,mvi-ldc-XCON-Index,0.08352179259619023
0,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-ldc-REM-Index,0.16494802623656857
1,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-environmental,0.10293256893555792
2,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-ldc-XIN-Index,0.06822340141689054
3,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-ldc-AIN-Index,0.09228376085481932
4,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-ldc-VIC-Index,0.1043995943282545
5,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-economic,0.07336998904288844
6,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-geographic,0.12397223537108726
7,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-ldc-DRY-Index,0.05433321996599788
8,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,0.1016695120581333
9,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,mvi-ldc-AFF-Index,0.11386769178980226
0,mvi-economic,mvi-ldc-XIN-Index,0.36495549448490044
1,mvi-economic,mvi-ldc-XCON-Index,0.17832700792468104
2,mvi-economic,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,0.00287498007510957
3,mvi-economic,mvi-geographic,0.0069068318869563335
4,mvi-economic,mvi-ldc-AIN-Index,0.3756826857005302
5,mvi-economic,mvi-ldc-LECZ-Index,0.024919210430869497
6,mvi-economic,mvi-ldc-VIC-Index,0.010175863491155674
7,mvi-economic,mvi-ldc-REM-Index,0.023599214711584025
8,mvi-economic,mvi-wdi2-ST.INT.RCPT.XP.ZS,0.005537777664403915
9,mvi-economic,mvi-ldc-AFF-Index,0.007020933629809319
0,mvi-environmental,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,0.0007088847128852977
1,mvi-environmental,mvi-ldc-XCON-Index,0.0013204393411952084
2,mvi-environmental,mvi-ldc-AIN-Index,0.0018020233171537785
3,mvi-environmental,mvi-ldc-AFF-Index,0.21912640475872988
4,mvi-environmental,mvi-ldc-LECZ-Index,0.0015384534492500438
5,mvi-environmental,mvi-ldc-REM-Index,0.002941937939567278
6,mvi-environmental,mvi-ldc-VIC-Index,0.7678254684941436
7,mvi-environmental,mvi-ldc-XIN-Index,0.001741648055387084
8,mvi-environmental,mvi-geographic,0.0019257730854275604
9,mvi-environmental,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,0.0010689668462603836
0,mvi-geographic,mvi-ldc-REM-Index,0.06952846131350492
1,mvi-geographic,mvi-economic,0.0008350653687009972
2,mvi-geographic,mvi-ldc-XCON-Index,0.0003307722709466912
3,mvi-geographic,mvi-ldc-LECZ-Index,0.8410635530543146
4,mvi-geographic,mvi-environmental,0.0004920119313599169
5,mvi-geographic,mvi-ldc-XIN-Index,0.001076468646673745
6,mvi-geographic,mvi-wdi-BX.TRF.PWKR.DT.GD.ZS,0.0001570062431900084
7,mvi-geographic,mvi-wdi2-ST.INT.RCPT.XP.ZS,8.402969018510836e-05
8,mvi-geographic,mvi-ldc-VIC-Index,0.0006068002954489483
