,predicted indicator,feature indicator,feature importance
0,ghi-stunting,ghi-abs,0.0399947212861246
1,ghi-stunting,ghi-index,0.21239102206895827
2,ghi-stunting,ghi-nourish,0.06835772581025162
3,ghi-stunting,ghi-per,0.019361023018431407
4,ghi-stunting,ghi-u5m,0.5619346997779004
5,ghi-stunting,ghi-wasting,0.09796080803833357
0,ghi-u5m,ghi-abs,0.097179852283392
1,ghi-u5m,ghi-index,0.12290083507836629
2,ghi-u5m,ghi-nourish,0.12197865815617631
3,ghi-u5m,ghi-per,0.05553878229156461
4,ghi-u5m,ghi-stunting,0.5394907893432823
5,ghi-u5m,ghi-wasting,0.06291108284721847
0,ghi-wasting,ghi-abs,0.07714579198320475
1,ghi-wasting,ghi-index,0.1897824190387888
2,ghi-wasting,ghi-nourish,0.08078835076610406
3,ghi-wasting,ghi-per,0.05320022509899537
4,ghi-wasting,ghi-stunting,0.47276216696702517
5,ghi-wasting,ghi-u5m,0.12632104614588194
0,ghi-index,ghi-abs,0.005353075737025173
1,ghi-index,ghi-nourish,0.2183953735952642
2,ghi-index,ghi-per,0.008353511655880717
3,ghi-index,ghi-stunting,0.10367669049079135
4,ghi-index,ghi-u5m,0.653748688364269
5,ghi-index,ghi-wasting,0.010472660156769587
0,ghi-nourish,ghi-abs,0.010995185728622308
1,ghi-nourish,ghi-index,0.2887942256400352
2,ghi-nourish,ghi-per,0.017540003608352013
3,ghi-nourish,ghi-stunting,0.09250466644798327
4,ghi-nourish,ghi-u5m,0.535426444454525
5,ghi-nourish,ghi-wasting,0.054739474120482155
0,ghi-abs,ghi-index,0.050579978902561176
1,ghi-abs,ghi-nourish,0.08032526858409783
2,ghi-abs,ghi-per,0.42251688657820413
3,ghi-abs,ghi-stunting,0.02753955607975756
4,ghi-abs,ghi-u5m,0.40196846257443236
5,ghi-abs,ghi-wasting,0.017069847280946866
0,ghi-per,ghi-abs,0.4617553256097948
1,ghi-per,ghi-index,0.17434711450052448
2,ghi-per,ghi-nourish,0.045549485877622926
3,ghi-per,ghi-stunting,0.2004175056365775
4,ghi-per,ghi-u5m,0.03968839844287015
5,ghi-per,ghi-wasting,0.07824216993260992
