,predicted indicator,feature indicator,feature importance
0,itu-mcs1,itu-ambs1,0.1405697462232588
1,itu-mcs1,itu-miu,0.015174280370832975
2,itu-mcs1,itu-fb10,0.03854311682179042
3,itu-mcs1,itu-fbs1,0.5203379984131523
4,itu-mcs1,itu-mbb,0.0196285875623146
5,itu-mcs1,itu-ibis,0.031221425424111868
6,itu-mcs1,itu-fts1,0.11496294769257592
7,itu-mcs1,itu-gci-coop,0.024036449845026054
8,itu-mcs1,itu-gci-score,0.01327390907495017
9,itu-mcs1,itu-fbt,0.08225153857198673
0,itu-fts1,itu-mdvbl,0.027311823273183787
1,itu-fts1,itu-hch,0.02600606386975324
2,itu-fts1,itu-gci-tech,0.023666074002907607
3,itu-fts1,itu-mcs1,0.08935773184130329
4,itu-fts1,itu-fbs1,0.716243316148598
5,itu-fts1,itu-pc4,0.02058557293341551
6,itu-fts1,itu-gci-coop,0.021005043394634573
7,itu-fts1,itu-gci-cap,0.01012178208704997
8,itu-fts1,itu-icta,0.016658294183316772
9,itu-fts1,itu-ambs1,0.04904429826583724
0,itu-ambs1,itu-iu75,0.047883605951777444
1,itu-ambs1,itu-fbt,0.30265689638804066
2,itu-ambs1,itu-fbs2,0.031855248426365744
3,itu-ambs1,itu-iuit,0.1472337387747352
4,itu-ambs1,itu-fiu,0.036720327251368805
5,itu-ambs1,itu-ibis,0.16742579376903763
6,itu-ambs1,itu-miu,0.0362800878163539
7,itu-ambs1,itu-pcmc,0.0901896239362824
8,itu-ambs1,itu-hiat,0.11082790017277015
9,itu-ambs1,itu-iu24,0.028926777513268033
0,itu-fbs1,itu-iuit,0.12245589486590643
1,itu-fbs1,itu-mcb,0.010687473978527989
2,itu-fbs1,itu-fmpo,0.010554673364232057
3,itu-fbs1,itu-fts1,0.6231746695676038
4,itu-fbs1,itu-miu,0.022654288138425585
5,itu-fbs1,itu-mdvbl,0.019511052326724548
6,itu-fbs1,itu-hiat,0.028955277723141506
7,itu-fbs1,itu-fb10,0.028735069320921132
8,itu-fbs1,itu-fbt,0.12431181310237664
9,itu-fbs1,itu-fiu,0.008959787612140318
0,itu-fbt,itu-hiau,0.04610705253488208
1,itu-fbt,itu-fbs2,0.1933217232692698
2,itu-fbt,itu-fts1,0.04628785325856733
3,itu-fbt,itu-fbs256,0.09524906040464541
4,itu-fbt,itu-gci-tech,0.04977978213085593
5,itu-fbt,itu-ibis,0.3140821148502818
6,itu-fbt,itu-mfbi,0.039965926445919855
7,itu-fbt,itu-pcmc,0.012175313415188302
8,itu-fbt,itu-gci-legal,0.010009310793418243
9,itu-fbt,itu-fbs1,0.1930218628969712
0,itu-ibis,itu-ambs1,0.06669036564135696
1,itu-ibis,itu-mmpo,0.042261168644108206
2,itu-ibis,itu-gci-rank,0.01915817643788792
3,itu-ibis,itu-fmpo,0.043449535063507204
4,itu-ibis,itu-hiat,0.049070604155333236
5,itu-ibis,itu-fb10,0.06634087707164381
6,itu-ibis,itu-mcs1,0.027951610423599813
7,itu-ibis,itu-icts,0.023249382003008894
8,itu-ibis,itu-fbs1,0.29741586634414435
9,itu-ibis,itu-fbt,0.36441241421540965
0,itu-iuit,itu-gci-rank,0.012288736625094008
1,itu-iuit,itu-mcs1,0.3280197382184251
2,itu-iuit,itu-hiau,0.011744036490611415
3,itu-iuit,itu-fbs1,0.49264945457732606
4,itu-iuit,itu-fbt,0.0552040229909385
5,itu-iuit,itu-pc3,0.03991723087909891
6,itu-iuit,itu-fiu,0.012577605357558383
7,itu-iuit,itu-iwmp,0.017396065928741086
8,itu-iuit,itu-iu15,0.013745838131704114
9,itu-iuit,itu-mmpo,0.016457270800502365
0,itu-pcmc,itu-pc3,0.032454748210495266
1,itu-pcmc,itu-mcs1,0.512434343053498
2,itu-pcmc,itu-ambs1,0.04370875262259297
3,itu-pcmc,itu-fbt,0.14787252822411256
4,itu-pcmc,itu-fbb,0.05209989805168552
5,itu-pcmc,itu-gci-cap,0.034584416095775596
6,itu-pcmc,itu-gci-rank,0.052702555977390694
7,itu-pcmc,itu-fbs256,0.0667389900157968
8,itu-pcmc,itu-pc4,0.02292954750060826
9,itu-pcmc,itu-fmpo,0.03447422024804438
0,itu-pc3,itu-iuit,0.10703850633429786
1,itu-pc3,itu-fiu,0.060686645800040226
2,itu-pc3,itu-gci-cap,0.06520275689925126
3,itu-pc3,itu-mcs1,0.36090790104150955
4,itu-pc3,itu-fbs1,0.063868423993229
5,itu-pc3,itu-mdvbl,0.10009253163703374
6,itu-pc3,itu-hiat,0.052801772621960806
7,itu-pc3,itu-miu,0.04969448514954791
8,itu-pc3,itu-hch,0.03582249990324965
9,itu-pc3,itu-fb10,0.10388447661988001
0,itu-pc4,itu-mfbi,0.15508261506389143
1,itu-pc4,itu-mmbi,0.03925349624931073
2,itu-pc4,itu-iwmp,0.0766984192719515
3,itu-pc4,itu-ibis,0.0852337712565216
4,itu-pc4,itu-gci-cap,0.03519568846757762
5,itu-pc4,itu-pc3,0.4350541294105492
6,itu-pc4,itu-hiat,0.06646148543741436
7,itu-pc4,itu-ictb,0.03230796392503331
8,itu-pc4,itu-fiu,0.04190095646569171
9,itu-pc4,itu-gci-org,0.03281147445205865
0,itu-fbs2,itu-fmpo,0.01302428273550376
1,itu-fbs2,itu-fbs256,0.15430389335109354
2,itu-fbs2,itu-fiu,0.050872989495277236
3,itu-fbs2,itu-hch,0.02926745239661526
4,itu-fbs2,itu-mmbi,0.13383770906986572
5,itu-fbs2,itu-pc4,0.03320917047888278
