,predicted indicator,feature indicator,feature importance
0,ldc-AFF-Index,ldc-ALR-Value,0.0017577947117430404
1,ldc-AFF-Index,ldc-XIN-Value,4.2620439869561465e-05
2,ldc-AFF-Index,ldc-GSSE-Value,5.9254788763896705e-05
3,ldc-AFF-Index,ldc-XCON-Value,0.0002010790398641679
4,ldc-AFF-Index,ldc-XCON-Index,0.00027212602076981694
5,ldc-AFF-Index,ldc-MMR-Value,0.001078713438441049
6,ldc-AFF-Index,ldc-U5M-Value,0.00020294708395355302
7,ldc-AFF-Index,ldc-LECZ-Index,5.96706620214044e-05
8,ldc-AFF-Index,ldc-AFF-Value,0.9961513204357968
9,ldc-AFF-Index,ldc-VIC-Index,0.000174473378776838
0,ldc-AFF-Value,ldc-STU-Value,0.0003614742999110605
1,ldc-AFF-Value,ldc-MMR-Index,0.000769074321667584
2,ldc-AFF-Value,ldc-XCON-Index,0.00015868075902506176
3,ldc-AFF-Value,ldc-AFF-Index,0.9891760314648615
4,ldc-AFF-Value,ldc-VIC-Value,0.00017401786364547753
5,ldc-AFF-Value,ldc-GSSE-Value,6.771037043775376e-05
6,ldc-AFF-Value,ldc-REM-Index,0.005330286118659659
7,ldc-AFF-Value,ldc-VIC-Index,0.00015496515002693786
8,ldc-AFF-Value,ldc-GPIS-Value,0.003692322621587325
9,ldc-AFF-Value,ldc-HAI,0.00011543703017761893
0,ldc-AIN-Index,egov-hci,1.64189490150969e-05
1,ldc-AIN-Index,ldc-VIC-Index,7.981028236965968e-06
2,ldc-AIN-Index,ldc-HAI,5.839077717299056e-05
3,ldc-AIN-Index,ldc-AFF-Value,2.1591766252644872e-05
4,ldc-AIN-Index,ldc-AIN-Value,0.9997729220497944
5,ldc-AIN-Index,ldc-U5M-Index,1.0457456316127498e-05
6,ldc-AIN-Index,ldc-ALR-Value,1.5253760648233025e-05
7,ldc-AIN-Index,ldc-EVI,6.347907936510225e-05
8,ldc-AIN-Index,ldc-GSSE-Value,1.8017724410431405e-05
9,ldc-AIN-Index,egov-tii,1.548740878802778e-05
0,ldc-AIN-Value,ldc-LECZ-Index,0.09024646355513653
1,ldc-AIN-Value,ldc-XCON-Value,0.0026096818567671967
2,ldc-AIN-Value,ldc-HAI,0.029267144916905866
3,ldc-AIN-Value,ldc-U5M-Value,0.015748190161874988
4,ldc-AIN-Value,ldc-EVI,0.0005539178004069202
5,ldc-AIN-Value,egov-osi,0.00036376685919888864
6,ldc-AIN-Value,ldc-AIN-Index,0.8587024627595743
7,ldc-AIN-Value,ldc-GSSE-Value,0.0018125397895830185
8,ldc-AIN-Value,ldc-ALR-Value,0.0003506126839396441
9,ldc-AIN-Value,ldc-ALR-Index,0.00034521961661252814
0,ldc-ALR-Index,ldc-STU-Value,0.03850277475651495
1,ldc-ALR-Index,ldc-DRY-Index,0.010144179041310446
2,ldc-ALR-Index,ldc-GSSE-Value,0.009835896792109375
3,ldc-ALR-Index,ldc-GPIS-Value,0.0065492959756081135
4,ldc-ALR-Index,ldc-EVI,0.013951929267796846
5,ldc-ALR-Index,ldc-U5M-Value,0.011210149110559241
6,ldc-ALR-Index,ldc-HAI,0.8128264549885357
7,ldc-ALR-Index,ldc-U5M-Index,0.007762235604527069
8,ldc-ALR-Index,ldc-AFF-Value,0.026478211197081967
9,ldc-ALR-Index,ldc-MMR-Index,0.0627388732659564
0,ldc-ALR-Value,ldc-MMR-Value,0.0001497521225384549
1,ldc-ALR-Value,ldc-GSSE-Index,0.00013726607121995705
2,ldc-ALR-Value,ldc-MMR-Index,0.0002303269211516999
3,ldc-ALR-Value,ldc-AIN-Index,8.566043741620859e-05
4,ldc-ALR-Value,ldc-U5M-Value,4.055087813266156e-05
5,ldc-ALR-Value,ldc-HAI,0.0009867617011815213
6,ldc-ALR-Value,egov-epi,4.375231920409214e-05
7,ldc-ALR-Value,ldc-ALR-Index,0.9980738824035218
8,ldc-ALR-Value,ldc-U5M-Index,2.9276428933970945e-05
9,ldc-ALR-Value,ldc-GPIS-Value,0.00022277071669972483
