,predicted indicator,feature indicator,feature importance
0,irena-ff-cap-on,irena-sb-gen-on,0.005486760511474824
1,irena-ff-cap-on,irena-rh-gen-on,0.0027903562512823863
2,irena-ff-cap-on,irena-rh-cap-on,0.011056406651547371
3,irena-ff-cap-on,irena-sb-cap-on,0.013479300221433137
4,irena-ff-cap-on,irena-sp-gen-on,0.005212825216955563
5,irena-ff-cap-on,irena-owe-gen-on,0.027160316425989393
6,irena-ff-cap-on,irena-one-gen-on,0.008182671777898824
7,irena-ff-cap-on,irena-ff-inv-all,0.0015791371134531917
8,irena-ff-cap-on,irena-rh-cap-off,0.0015973622690121309
9,irena-ff-cap-on,irena-ff-gen-on,0.9234548635609532
0,irena-ff-gen-on,irena-rh-cap-on,0.10950690684800192
1,irena-ff-gen-on,irena-rmw-gen-on,0.01855190734819696
2,irena-ff-gen-on,irena-rmw-cap-on,0.19424683627577125
3,irena-ff-gen-on,irena-ff-cap-off,0.05390699462442425
4,irena-ff-gen-on,irena-sp-gen-on,0.270346033393957
5,irena-ff-gen-on,irena-one-cap-on,0.03341201257278856
6,irena-ff-gen-on,irena-ff-inv-all,0.058378260342230155
7,irena-ff-gen-on,irena-owe-cap-on,0.11326016186177731
8,irena-ff-gen-on,irena-sb-cap-on,0.08506120093949195
9,irena-ff-gen-on,irena-sp-cap-on,0.06332968579336062
0,irena-sp-cap-on,irena-owe-cap-off,0.015599529544561435
1,irena-sp-cap-on,irena-ff-gen-on,0.029227991090881037
2,irena-sp-cap-on,irena-owe-gen-on,0.21332945899307623
3,irena-sp-cap-on,irena-sp-gen-on,0.5885723014263283
4,irena-sp-cap-on,irena-rh-cap-on,0.01926695592289957
5,irena-sp-cap-on,irena-sp-gen-off,0.020903743463311676
6,irena-sp-cap-on,irena-ff-inv-all,0.010283106580769205
7,irena-sp-cap-on,irena-one-gen-on,0.03697092933312787
8,irena-sp-cap-on,irena-owe-cap-on,0.042139081492099335
9,irena-sp-cap-on,irena-sb-cap-on,0.02370690215294535
0,irena-sp-gen-on,irena-rh-cap-off,0.011374745684690164
1,irena-sp-gen-on,irena-rmw-gen-on,0.00903948456652492
2,irena-sp-gen-on,irena-ff-gen-off,0.011424439284810703
3,irena-sp-gen-on,irena-sp-cap-on,0.8475268520813926
4,irena-sp-gen-on,irena-sp-cap-off,0.035156679757907316
5,irena-sp-gen-on,irena-owe-gen-on,0.012744464567700434
6,irena-sp-gen-on,irena-be-inv-all,0.023149603375379916
7,irena-sp-gen-on,irena-sp-gen-off,0.01764549139299656
8,irena-sp-gen-on,irena-ff-cap-on,0.02224055831435497
9,irena-sp-gen-on,irena-owe-cap-on,0.009697680974242265
0,irena-sp-cap-off,irena-sp-cap-on,0.24303210468754
1,irena-sp-cap-off,irena-rmw-cap-on,0.01772893008020681
2,irena-sp-cap-off,irena-sp-gen-on,0.04923896241383945
3,irena-sp-cap-off,irena-sb-gen-off,0.04614558274650462
4,irena-sp-cap-off,irena-owe-cap-on,0.24610493790355442
5,irena-sp-cap-off,irena-ff-gen-off,0.10976315138292435
6,irena-sp-cap-off,irena-ff-cap-on,0.0532137873152974
7,irena-sp-cap-off,irena-owe-gen-on,0.07508799496894426
8,irena-sp-cap-off,irena-ff-gen-on,0.13177820718381422
9,irena-sp-cap-off,irena-mr-inv-all,0.027906341317374624
0,irena-rh-cap-on,irena-sb-gen-off,0.012540222246053017
1,irena-rh-cap-on,irena-ff-cap-on,0.09805037355595529
2,irena-rh-cap-on,irena-rh-gen-on,0.7431055422832447
3,irena-rh-cap-on,irena-sb-cap-off,0.003180834646750587
4,irena-rh-cap-on,irena-ge-gen-off,0.0009089436644537873
5,irena-rh-cap-on,irena-owe-cap-on,0.07145310431759426
6,irena-rh-cap-on,irena-owe-gen-on,0.004042511000189827
7,irena-rh-cap-on,irena-sp-gen-on,0.00083697964567285
8,irena-rh-cap-on,irena-ff-cap-off,0.0642004171123457
9,irena-rh-cap-on,irena-bg-gen-off,0.0016810715277400157
0,irena-sp-gen-off,irena-ff-gen-off,0.24263608106100046
1,irena-sp-gen-off,irena-rh-cap-on,0.04429702486432547
2,irena-sp-gen-off,irena-owe-cap-off,0.12540829988893817
3,irena-sp-gen-off,irena-se-inv-all,0.033014251872389794
4,irena-sp-gen-off,irena-owe-gen-on,0.14747573679938716
5,irena-sp-gen-off,irena-bg-gen-off,0.02985330739623478
6,irena-sp-gen-off,irena-sp-cap-on,0.17730411701838575
7,irena-sp-gen-off,irena-sb-cap-on,0.05842041829553809
8,irena-sp-gen-off,irena-rh-gen-on,0.07809901529793924
9,irena-sp-gen-off,irena-owe-cap-on,0.0634917475058611
0,irena-rh-gen-on,irena-sp-cap-off,0.009410346963359961
1,irena-rh-gen-on,irena-sp-cap-on,0.004078031973437581
2,irena-rh-gen-on,irena-ff-cap-off,0.005883583353589359
3,irena-rh-gen-on,irena-sb-cap-off,0.004555370485039424
4,irena-rh-gen-on,irena-rh-cap-on,0.9204594054011344
5,irena-rh-gen-on,irena-sb-gen-off,0.013864285121505998
6,irena-rh-gen-on,irena-owe-gen-off,0.007257388566878577
7,irena-rh-gen-on,irena-ff-gen-off,0.004745814120599455
8,irena-rh-gen-on,irena-owe-gen-on,0.008796334724819605
9,irena-rh-gen-on,irena-ff-cap-on,0.02094943928963557
0,irena-owe-cap-on,irena-sp-cap-off,0.2958198548453338
1,irena-owe-cap-on,irena-owe-gen-on,0.2947262842734723
2,irena-owe-cap-on,irena-sp-gen-on,0.03395938572983349
3,irena-owe-cap-on,irena-sp-gen-off,0.021633112623032608
4,irena-owe-cap-on,irena-ff-cap-off,0.13838351636809107
5,irena-owe-cap-on,irena-ff-gen-off,0.052745707402425596
6,irena-owe-cap-on,irena-rh-cap-on,0.07688020499249965
7,irena-owe-cap-on,irena-sp-cap-on,0.05684705688630343
8,irena-owe-cap-on,irena-owe-gen-off,0.014668238072049374
9,irena-owe-cap-on,irena-rh-gen-on,0.014336638806958686
0,irena-owe-gen-on,irena-ff-inv-all,0.019370910432122947
1,irena-owe-gen-on,irena-sp-cap-off,0.03674172280853262
2,irena-owe-gen-on,irena-sp-gen-on,0.0419373723948649
3,irena-owe-gen-on,irena-rmw-cap-on,0.00817125744151927
4,irena-owe-gen-on,irena-sp-cap-on,0.0628151074895789
5,irena-owe-gen-on,irena-rh-cap-on,0.03825177014070755
6,irena-owe-gen-on,irena-owe-cap-on,0.7683232944113967
7,irena-owe-gen-on,irena-rh-gen-on,0.0056368688981985075
8,irena-owe-gen-on,irena-rmw-gen-on,0.00496006310284059
9,irena-owe-gen-on,irena-bg-gen-on,0.013791632880238184
0,irena-mr-inv-all,irena-lb-gen-off,0.06375079445823228
1,irena-mr-inv-all,irena-owe-cap-off,0.08046406743719714
2,irena-mr-inv-all,irena-ff-inv-all,0.07313417038366081
3,irena-mr-inv-all,irena-sp-cap-off,0.0766397273581121
4,irena-mr-inv-all,irena-rh-gen-off,0.057800891803335835
5,irena-mr-inv-all,irena-sp-gen-on,0.031822594788841585
6,irena-mr-inv-all,irena-we-inv-all,0.15365710416999584
7,irena-mr-inv-all,irena-bg-gen-on,0.10652201493364574
8,irena-mr-inv-all,irena-rh-gen-on,0.2997463916488432
9,irena-mr-inv-all,irena-sp-cap-on,0.05646224301813549
0,irena-ff-cap-off,irena-owe-cap-on,0.0077207281773547815
1,irena-ff-cap-off,irena-sp-cap-on,0.005653867510545492
2,irena-ff-cap-off,irena-ff-inv-all,0.005374830145861082
3,irena-ff-cap-off,irena-rh-gen-off,0.04368330115825083
4,irena-ff-cap-off,irena-bg-gen-off,0.004545654048482549
5,irena-ff-cap-off,irena-rh-cap-on,0.07781490766070163
6,irena-ff-cap-off,irena-rh-cap-off,0.04099618409687439
7,irena-ff-cap-off,irena-rh-gen-on,0.06759651427826516
8,irena-ff-cap-off,irena-sp-cap-off,0.014330046179152142
9,irena-ff-cap-off,irena-ff-gen-off,0.732283966744512
0,irena-ff-gen-off,irena-ff-inv-all,0.00913895050413953
1,irena-ff-gen-off,irena-owe-gen-on,0.11530539398058048
2,irena-ff-gen-off,irena-lb-cap-on,0.010518793711562311
3,irena-ff-gen-off,irena-sb-gen-on,0.019863777605040146
4,irena-ff-gen-off,irena-rh-gen-on,0.5224484573167849
5,irena-ff-gen-off,irena-owe-cap-on,0.06211524450051939
6,irena-ff-gen-off,irena-rh-gen-off,0.20594552195478075
7,irena-ff-gen-off,irena-ge-gen-off,0.018249909475436747
8,irena-ff-gen-off,irena-lb-gen-on,0.010398866340789122
9,irena-ff-gen-off,irena-sp-cap-off,0.02601508461036651
0,irena-se-inv-all,irena-owe-gen-on,0.154777077089329
1,irena-se-inv-all,irena-sb-cap-on,0.02772303499621086
2,irena-se-inv-all,irena-sp-cap-off,0.14903865067310706
3,irena-se-inv-all,irena-bg-cap-on,0.027156662964293657
4,irena-se-inv-all,irena-rh-cap-on,0.06471382744277315
5,irena-se-inv-all,irena-ff-gen-on,0.22936312983361884
6,irena-se-inv-all,irena-sp-cap-on,0.1323412411957369
7,irena-se-inv-all,irena-sb-gen-off,0.0480218413151562
8,irena-se-inv-all,irena-owe-gen-off,0.08900469229176598
9,irena-se-inv-all,irena-rh-gen-on,0.07785984219800837
0,irena-sb-gen-on,irena-owe-gen-on,0.030291027414976926
1,irena-sb-gen-on,irena-sb-cap-on,0.42972029095959197
2,irena-sb-gen-on,irena-owe-cap-on,0.05012774228752936
3,irena-sb-gen-on,irena-sp-gen-off,0.0038556801429765392
4,irena-sb-gen-on,irena-rh-cap-off,0.00853832828912437
5,irena-sb-gen-on,irena-rmw-gen-on,0.0038914020639199518
6,irena-sb-gen-on,irena-rh-gen-on,0.21575592122841836
7,irena-sb-gen-on,irena-be-inv-all,0.006465752336247569
8,irena-sb-gen-on,irena-one-gen-on,0.010734741747008638
9,irena-sb-gen-on,irena-ff-gen-on,0.24061911353020643
