,predicted indicator,feature indicator,feature importance
0,ohi-ao-future,ohi-spp-score,0.16903611033895538
1,ohi-ao-future,ohi-hab-pressures,0.02425003002434796
2,ohi-ao-future,ohi-lsp-resilience,0.031567590895286005
3,ohi-ao-future,ohi-tr-pressures,0.016580122994068528
4,ohi-ao-future,ohi-sp-future,0.021436043825205905
5,ohi-ao-future,ohi-cp-resilience,0.39443148203004136
6,ohi-ao-future,ohi-np-future,0.004972401585274126
7,ohi-ao-future,ohi-eco-status,0.0783185813804638
8,ohi-ao-future,ohi-liv-resilience,0.06897842487404116
9,ohi-ao-future,ohi-spp-resilience,0.19042921205231575
0,ohi-ao-pressures,ohi-hab-pressures,0.005339463848253992
1,ohi-ao-pressures,ohi-cs-resilience,0.002338534626362663
2,ohi-ao-pressures,ohi-eco-pressures,0.028930475006441143
3,ohi-ao-pressures,ohi-spp-pressures,0.813018534581348
4,ohi-ao-pressures,ohi-liv-resilience,0.004234712377752912
5,ohi-ao-pressures,ohi-bd-future,0.0014589270335611728
6,ohi-ao-pressures,ohi-np-resilience,0.002559734758833751
7,ohi-ao-pressures,ohi-np-pressures,0.11629697061025497
8,ohi-ao-pressures,ohi-eco-resilience,0.018163076295860604
9,ohi-ao-pressures,ohi-cw-resilience,0.0076595708613308045
0,ohi-ao-resilience,ohi-ao-future,0.09088918614822365
1,ohi-ao-resilience,ohi-eco-pressures,0.015534487330679745
2,ohi-ao-resilience,ohi-mar-pressures,0.008809316461152388
3,ohi-ao-resilience,ohi-mar-resilience,0.02459976090682763
4,ohi-ao-resilience,ohi-liv-score,0.02583236201366816
5,ohi-ao-resilience,ohi-lsp-resilience,0.04776998006130968
6,ohi-ao-resilience,ohi-eco-resilience,0.017569694251067546
7,ohi-ao-resilience,ohi-ico-future,0.014929215516934664
8,ohi-ao-resilience,ohi-fp-status,0.01757880100075134
9,ohi-ao-resilience,ohi-np-resilience,0.7364871963093853
0,ohi-ao-score,ohi-ao-future,0.9928227487454409
1,ohi-ao-score,ohi-bd-trend,0.00015831780707678038
2,ohi-ao-score,ohi-tr-score,0.0007437659394500645
3,ohi-ao-score,ohi-liv-pressures,0.0013390740635599776
4,ohi-ao-score,ohi-fp-future,0.0012142898223930995
5,ohi-ao-score,ohi-lsp-pressures,0.0003405236125079591
6,ohi-ao-score,ohi-np-score,0.0006250486941160673
7,ohi-ao-score,ohi-lsp-resilience,0.0011197115096564967
8,ohi-ao-score,ohi-cp-score,0.0004045234463468208
9,ohi-ao-score,ohi-tr-resilience,0.0012319963594519647
0,ohi-ao-status,ohi-eco-score,0.0016768062229678916
1,ohi-ao-status,ohi-cs-status,0.02008994817050955
