,predicted indicator,feature indicator,feature importance
16570,itu-mcs1,wdi2-NY.GDP.MKTP.CN,0.0
16571,itu-mcs1,wdi2-NE.EXP.GNFS.CN,0.0
16572,itu-mcs1,epi-AGR,0.0
16573,itu-mcs1,epi-AIR,0.0
16574,itu-mcs1,epi-BHV,0.0
16575,itu-mcs1,epi-CDA,0.0
16576,itu-mcs1,epi-CHA,0.0
16577,itu-mcs1,epi-ECO,0.0
16578,itu-mcs1,epi-EPI,0.0
16579,itu-mcs1,epi-GHP,0.0
16640,itu-ambs1,wdi2-NY.GDP.MKTP.CN,0.0
16641,itu-ambs1,wdi2-NE.EXP.GNFS.CN,0.0
16642,itu-ambs1,epi-AGR,0.0
16643,itu-ambs1,epi-AIR,0.0
16644,itu-ambs1,epi-BHV,0.0
16645,itu-ambs1,epi-CDA,0.0
16646,itu-ambs1,epi-CHA,0.0
16647,itu-ambs1,epi-ECO,0.0
16648,itu-ambs1,epi-EPI,0.0
16649,itu-ambs1,epi-GHP,0.0
16650,itu-fbs1,wdi2-NE.DAB.TOTL.CN,0.0
16651,itu-fbs1,wdi2-NE.EXP.GNFS.CN,0.0
16652,itu-fbs1,epi-AGR,0.0
16653,itu-fbs1,epi-AIR,0.0
16654,itu-fbs1,epi-BHV,0.0
16655,itu-fbs1,epi-CDA,0.0
16656,itu-fbs1,epi-CHA,0.0
16657,itu-fbs1,epi-ECO,0.0
16658,itu-fbs1,epi-EPI,0.0
16659,itu-fbs1,epi-GHP,0.0
16660,itu-fbt,wdi2-NE.DAB.TOTL.CN,0.0
16661,itu-fbt,wdi2-NE.EXP.GNFS.CN,0.0
16662,itu-fbt,epi-AGR,0.0
16663,itu-fbt,epi-AIR,0.0
16664,itu-fbt,epi-BHV,0.0
16665,itu-fbt,epi-CDA,0.0
16666,itu-fbt,epi-CHA,0.0
16667,itu-fbt,epi-ECO,0.0
16668,itu-fbt,epi-EPI,0.0
16669,itu-fbt,epi-GHP,0.0
16670,itu-pc3,wdi2-NY.GDP.MKTP.CN,0.0
16671,itu-pc3,wdi2-NE.EXP.GNFS.CN,0.0
16672,itu-pc3,epi-AGR,0.0
16673,itu-pc3,epi-AIR,0.0
16674,itu-pc3,epi-BHV,0.0
16675,itu-pc3,epi-CDA,0.0
16676,itu-pc3,epi-CHA,0.0
16677,itu-pc3,epi-ECO,0.0
16678,itu-pc3,epi-EPI,0.0
16679,itu-pc3,epi-GHP,0.0
16680,itu-pcmc,wdi2-NY.GDP.MKTP.CN,0.0
16681,itu-pcmc,wdi2-NE.EXP.GNFS.CN,0.0
16682,itu-pcmc,epi-AGR,0.0
16683,itu-pcmc,epi-AIR,0.0
16684,itu-pcmc,epi-BHV,0.0
16685,itu-pcmc,epi-CDA,0.0
16686,itu-pcmc,epi-CHA,0.0
16687,itu-pcmc,epi-ECO,0.0
16688,itu-pcmc,epi-EPI,0.0
16689,itu-pcmc,epi-GHP,0.0
16720,itu-fts1,wdi2-NY.GDP.MKTP.CN,0.0
16721,itu-fts1,wdi2-NE.EXP.GNFS.CN,0.0
16722,itu-fts1,epi-AGR,0.0
16723,itu-fts1,epi-AIR,0.0
16724,itu-fts1,epi-BHV,0.0
16725,itu-fts1,epi-CDA,0.0
16726,itu-fts1,epi-CHA,0.0
16727,itu-fts1,epi-ECO,0.0
16728,itu-fts1,epi-EPI,0.0
16729,itu-fts1,epi-GHP,0.0
16730,itu-iuit,wdi2-NY.GDP.MKTP.CN,0.0
16731,itu-iuit,wdi2-NE.EXP.GNFS.CN,0.0
16732,itu-iuit,epi-AGR,0.0
16733,itu-iuit,epi-AIR,0.0
16734,itu-iuit,epi-BHV,0.0
16735,itu-iuit,epi-CDA,0.0
16736,itu-iuit,epi-CHA,0.0
16737,itu-iuit,epi-ECO,0.0
16738,itu-iuit,epi-EPI,0.0
16739,itu-iuit,epi-GHP,0.0
16740,itu-pc4,wdi2-NY.GDP.MKTP.CN,0.0
16741,itu-pc4,wdi2-NE.EXP.GNFS.CN,0.0
16742,itu-pc4,epi-AGR,0.0
16743,itu-pc4,epi-AIR,0.0
16744,itu-pc4,epi-BHV,0.0
16745,itu-pc4,epi-CDA,0.0
16746,itu-pc4,epi-CHA,0.0
16747,itu-pc4,epi-ECO,0.0
16748,itu-pc4,epi-EPI,0.0
16749,itu-pc4,epi-GHP,0.0
16810,itu-ibis,wdi2-NE.DAB.TOTL.CN,0.0
16811,itu-ibis,wdi2-NE.EXP.GNFS.CN,0.0
16812,itu-ibis,epi-AGR,0.0
16813,itu-ibis,epi-AIR,0.0
16814,itu-ibis,epi-APE,0.0
16815,itu-ibis,epi-BCA,0.0
16816,itu-ibis,epi-BHV,0.0
16817,itu-ibis,epi-CDA,0.0
16818,itu-ibis,epi-CHA,0.0
16819,itu-ibis,epi-ECO,0.0
