,predicted indicator,feature indicator,feature importance
5840,ndgain-id_ecos_02-raw,wdi2-NY.GDP.MKTP.CN,2.6657981815660605
5841,ndgain-id_ecos_02-raw,ndgain-id_ecos_02-score,11.155959072550104
5842,ndgain-id_ecos_02-raw,ndgain-id_ecos_06-score,4.747250912641903
5843,ndgain-id_ecos_02-raw,ndgain-id_food_04-score,0.4644526604370185
5844,ndgain-id_ecos_02-raw,ndgain-id_habi_01-raw,0.1190496474196152
5845,ndgain-id_ecos_02-raw,ndgain-id_habi_01-score,0.0190913430733417
5846,ndgain-id_ecos_02-raw,ndgain-id_habi_02-raw,1.30739208997511
5847,ndgain-id_ecos_02-raw,ndgain-id_habi_02-score,3.607314910586865
5848,ndgain-id_ecos_02-raw,ndgain-id_habi_03-score,2.973893682967173
5849,ndgain-id_ecos_02-raw,ndgain-id_heal_01-raw,0.2379239442234393
5850,ndgain-id_ecos_02-score,wdi2-NY.GDP.MKTP.CN,5.2318139893259286e-05
5851,ndgain-id_ecos_02-score,ndgain-id_ecos_02-raw,0.944754337691819
5852,ndgain-id_ecos_02-score,ndgain-id_ecos_06-score,0.0001186869382934
5853,ndgain-id_ecos_02-score,ndgain-id_food_04-score,1.3544966932954594e-05
5854,ndgain-id_ecos_02-score,ndgain-id_habi_01-raw,0.002167904047269
5855,ndgain-id_ecos_02-score,ndgain-id_habi_01-score,8.394212821372093e-05
5856,ndgain-id_ecos_02-score,ndgain-id_habi_02-raw,0.0001353309892095
5857,ndgain-id_ecos_02-score,ndgain-id_habi_02-score,3.6479534003319714e-05
5858,ndgain-id_ecos_02-score,ndgain-id_habi_03-score,2.9419918462281203e-05
5859,ndgain-id_ecos_02-score,ndgain-id_heal_01-raw,2.789018486737405e-05
5860,ndgain-id_ecos_06-score,wdi2-NY.GDP.MKTP.CN,0.0618993897260224
5861,ndgain-id_ecos_06-score,ndgain-id_ecos_02-raw,0.0267214143059391
5862,ndgain-id_ecos_06-score,ndgain-id_ecos_02-score,0.0
5863,ndgain-id_ecos_06-score,ndgain-id_food_04-score,0.0135083191762532
5864,ndgain-id_ecos_06-score,ndgain-id_habi_01-raw,0.0180685607665509
5865,ndgain-id_ecos_06-score,ndgain-id_habi_01-score,0.0083690141418628
5866,ndgain-id_ecos_06-score,ndgain-id_habi_02-raw,0.0248227698430127
5867,ndgain-id_ecos_06-score,ndgain-id_habi_02-score,0.0091674047616834
5868,ndgain-id_ecos_06-score,ndgain-id_habi_03-score,0.0298486989449884
5869,ndgain-id_ecos_06-score,ndgain-id_heal_01-raw,0.1859114455619419
5870,ndgain-id_food_04-score,wdi2-NY.GDP.MKTP.CN,0.000589130994598
5871,ndgain-id_food_04-score,ndgain-id_ecos_02-raw,0.00044214927299
5872,ndgain-id_food_04-score,ndgain-id_ecos_02-score,1.3746984786067172e-05
5873,ndgain-id_food_04-score,ndgain-id_ecos_06-score,0.0005358826213281
