,predicted indicator,feature indicator,feature importance
13190,irena-ff-cap-on,wdi2-NY.GDP.MKTP.CN,926011.0
13191,irena-ff-cap-on,wdi2-NE.EXP.GNFS.CN,1374872.8076171875
13192,irena-ff-cap-on,irena-ff-gen-on,1652305.5556640625
13193,irena-ff-cap-on,paris-94,1511187.09765625
13194,irena-ff-cap-on,epi-BHV,37812.70068359375
13195,irena-ff-cap-on,epi-ECO,62118.1015625
13196,irena-ff-cap-on,epi-EPI,2680494.8198242188
13197,irena-ff-cap-on,epi-PAR,701347.7963867188
13198,irena-ff-cap-on,epi-TBG,71855.296875
13199,irena-ff-cap-on,epi-TBN,302570.73828125
13200,irena-ff-gen-on,wdi2-NY.GDP.MKTP.CN,10642440.0
13201,irena-ff-gen-on,wdi2-NE.EXP.GNFS.CN,16417897.796875
13202,irena-ff-gen-on,irena-ff-cap-on,19444244.0
13203,irena-ff-gen-on,paris-94,16294934.0
13204,irena-ff-gen-on,epi-BHV,0.0
13205,irena-ff-gen-on,epi-ECO,843804.6015625
13206,irena-ff-gen-on,epi-EPI,29743234.6953125
13207,irena-ff-gen-on,epi-PAR,5442102.203125
13208,irena-ff-gen-on,epi-TBG,1918781.0
13209,irena-ff-gen-on,epi-TBN,139150.0
16220,irena-sp-gen-on,wdi2-NY.GDP.MKTP.CN,82.33406109549105
16221,irena-sp-gen-on,wdi2-NE.EXP.GNFS.CN,0.0
16222,irena-sp-gen-on,irena-ff-cap-on,147.56240463256836
16223,irena-sp-gen-on,irena-ff-gen-on,0.0
16224,irena-sp-gen-on,paris-94,62.67038134671748
16225,irena-sp-gen-on,epi-BHV,112.95726736821234
16226,irena-sp-gen-on,epi-ECO,35.862491922453046
16227,irena-sp-gen-on,epi-EPI,79.1403129324317
16228,irena-sp-gen-on,epi-PAR,0.0
16229,irena-sp-gen-on,epi-TBG,0.0
16300,irena-sp-cap-on,wdi2-NY.GDP.MKTP.CN,0.0
16301,irena-sp-cap-on,wdi2-NE.EXP.GNFS.CN,0.0
16302,irena-sp-cap-on,irena-ff-cap-on,0.0
16303,irena-sp-cap-on,irena-ff-gen-on,0.0
16304,irena-sp-cap-on,irena-sp-gen-on,0.0
16305,irena-sp-cap-on,paris-94,0.0
16306,irena-sp-cap-on,epi-BHV,0.0
16307,irena-sp-cap-on,epi-ECO,0.0
16308,irena-sp-cap-on,epi-EPI,0.0
16309,irena-sp-cap-on,epi-PAR,0.0
