,predicted indicator,feature indicator,feature importance
13130,epi-BHV,wdi2-NY.GDP.MKTP.CN,74.3395699262619
13131,epi-BHV,wdi2-NE.EXP.GNFS.CN,72.27152001857758
13132,epi-BHV,epi-ECO,36.68400025367737
13133,epi-BHV,epi-EPI,12.425880193710327
13134,epi-BHV,epi-PAR,32.536229491233826
13135,epi-BHV,epi-TBG,0.0
13136,epi-BHV,epi-TBN,15.356509923934937
13137,epi-BHV,paris-94,35.495059967041016
13138,epi-BHV,epi-HLT,138.5361294746399
13139,epi-BHV,epi-MPA,21.515520095825195
13140,epi-ECO,wdi2-NY.GDP.MKTP.CN,10.74402105808258
13141,epi-ECO,wdi2-NE.EXP.GNFS.CN,97.1226014494896
13142,epi-ECO,epi-BHV,2.1711169481277466
13143,epi-ECO,epi-EPI,573.4801607131958
13144,epi-ECO,epi-PAR,13.776210069656372
13145,epi-ECO,epi-TBG,0.0
13146,epi-ECO,epi-TBN,36.52245044708252
13147,epi-ECO,paris-94,0.0
13148,epi-ECO,epi-HLT,35.95684891939163
13149,epi-ECO,epi-MPA,37.59304988384247
13150,epi-EPI,wdi2-NY.GDP.MKTP.CN,0.0
13151,epi-EPI,wdi2-NE.EXP.GNFS.CN,0.0
13152,epi-EPI,epi-BHV,0.0
13153,epi-EPI,epi-ECO,336.97219471633434
13154,epi-EPI,epi-PAR,7.510273024439812
13155,epi-EPI,epi-TBG,0.9288080036640168
13156,epi-EPI,epi-TBN,8.563041016459465
13157,epi-EPI,paris-94,3.495474010705948
13158,epi-EPI,epi-HLT,145.28325958549976
13159,epi-EPI,epi-MPA,2.8185710459947586
13160,epi-PAR,wdi2-NY.GDP.MKTP.CN,0.0
13161,epi-PAR,wdi2-NE.EXP.GNFS.CN,68.67328977584839
13162,epi-PAR,epi-BHV,0.0
13163,epi-PAR,epi-ECO,214.53080892562863
13164,epi-PAR,epi-EPI,380.014217376709
13165,epi-PAR,epi-TBG,106.84758043289185
13166,epi-PAR,epi-TBN,1102.2086925506592
13167,epi-PAR,paris-94,87.56581902503967
13168,epi-PAR,epi-HLT,53.1429009437561
13169,epi-PAR,epi-MPA,4.23583984375
13170,epi-TBG,wdi2-NY.GDP.MKTP.CN,106.07283186912537
13171,epi-TBG,wdi2-NE.EXP.GNFS.CN,105.51887941360474
13172,epi-TBG,epi-BHV,28.41490936279297
13173,epi-TBG,epi-ECO,83.90702080726624
13174,epi-TBG,epi-EPI,0.0
13175,epi-TBG,epi-PAR,73.859610080719
13176,epi-TBG,epi-TBN,5518.834640979767
13177,epi-TBG,paris-94,206.721510887146
13178,epi-TBG,epi-HLT,0.0
13179,epi-TBG,epi-MPA,52.218650341033936
13180,epi-TBN,wdi2-NY.GDP.MKTP.CN,0.0
