,model,year,target,names,values
0,etr,2020,wdi2-SP.POP.GROW,wdi2-NE.DAB.TOTL.CN,0.0066512160282512
1,etr,2020,wdi2-SP.POP.GROW,wdi2-NY.GDY.TOTL.KN,0.0067690550952736
2,etr,2020,wdi2-SP.POP.GROW,wdi2-SP.POP.TOTL,0.0075564622315782
3,etr,2020,wdi2-SP.POP.GROW,wdi2-SP.RUR.TOTL,0.0081726274031495
4,etr,2020,wdi2-SP.POP.GROW,wdi2-SP.RUR.TOTL.ZS,0.0339575329011865
5,etr,2020,wdi2-SP.POP.GROW,wdi2-SP.URB.GROW,0.8724115524433858
6,etr,2020,wdi2-SP.POP.GROW,wdi2-SP.URB.TOTL,0.0079921078590307
7,etr,2020,wdi2-SP.POP.GROW,wdi2-SP.URB.TOTL.IN.ZS,0.0348733251436077
8,etr,2020,wdi2-SP.POP.GROW,wdi-IT.NET.SECR.P6,0.0112851315042835
9,etr,2020,wdi2-SP.POP.GROW,wdi2-SE.PRM.DURS,0.010330989390253
20,etr,2020,wdi2-SP.POP.TOTL,wdi2-NE.DAB.TOTL.CN,0.0014971560701004
21,etr,2020,wdi2-SP.POP.TOTL,wdi2-NY.GDY.TOTL.KN,0.0064565959808039
22,etr,2020,wdi2-SP.POP.TOTL,wdi2-SP.POP.GROW,0.006451141137447
23,etr,2020,wdi2-SP.POP.TOTL,wdi2-SP.RUR.TOTL,0.5816142257808621
24,etr,2020,wdi2-SP.POP.TOTL,wdi2-SP.RUR.TOTL.ZS,0.0044166009452515
25,etr,2020,wdi2-SP.POP.TOTL,wdi2-SP.URB.GROW,0.0034449292872326
26,etr,2020,wdi2-SP.POP.TOTL,wdi2-SP.URB.TOTL,0.3802760808026029
27,etr,2020,wdi2-SP.POP.TOTL,wdi2-SP.URB.TOTL.IN.ZS,0.0100351950803484
28,etr,2020,wdi2-SP.POP.TOTL,wdi-IT.NET.SECR.P6,0.0053783507593011
29,etr,2020,wdi2-SP.POP.TOTL,wdi2-SE.PRM.DURS,0.0004297241560497
50,etr,2020,wdi-IT.NET.SECR.P6,wdi2-NE.DAB.TOTL.CN,0.0477878762919405
