,Unnamed: 0,Unnamed: 0.1,rmse,rmse_deviation,time,year,target,model
0,0,0,28.924557614559056,0.2892455761455905,9.03491187095642,2010,wdi-EG.ELC.RNEW.ZS,gbr
1,1,0,0.9970909579272584,0.704855526565598,10.353843688964844,2010,wdi2-SP.POP.GROW,gbr
2,2,0,157603407.94221482,0.5643598492658551,8.381873607635498,2010,wdi2-SP.POP.TOTL,gbr
3,3,0,3272061.1940790587,0.6307491954668811,8.083142518997192,2010,wdi-AG.LND.TOTL.K2,gbr
4,4,0,1549.830866360037,0.0855240543111921,9.404402017593384,2010,wdi-EN.POP.DNST,gbr
5,5,0,3297181.2205111603,0.6326796755649596,7.830085515975952,2010,wdi-AG.SRF.TOTL.K2,gbr
6,6,0,7.563347547882238,0.095390424593251,8.330843687057495,2010,wdi-EG.ELC.ACCS.ZS,gbr
7,7,0,10603060.13993039,0.0479269362224621,8.964153289794922,2010,wdi2-SM.POP.TOTL,gbr
8,8,0,7.954144036353269,0.7741866724631828,9.381847381591797,2010,wdi2-SM.POP.TOTL.ZS,gbr
9,9,0,115891471.21808553,0.8117340659977615,8.649007558822632,2010,wdi2-SP.RUR.TOTL,gbr
10,10,0,1.0475572101157489,0.0245355675870555,6.922856330871582,2010,wdi2-SP.RUR.TOTL.ZS,gbr
11,11,0,0.8682302027773512,0.408055627594356,9.643191814422607,2010,wdi2-SP.URB.GROW,gbr
12,12,0,90227854.99759772,0.6513127255243354,8.421900272369385,2010,wdi2-SP.URB.TOTL,gbr
13,13,0,1.276601579047682,0.022277492447193,8.179373979568481,2010,wdi2-SP.URB.TOTL.IN.ZS,gbr
14,14,0,8.510572778306539,0.0994479309687378,9.870895385742188,2010,wdi2-SH.H2O.BASW.ZS,gbr
15,15,0,7.691669134333214,0.0858448577922303,7.352355480194092,2010,wdi-EG.ELC.ACCS.UR.ZS,gbr
16,16,0,2386041.2476025443,0.6937318717467001,8.853484869003296,2010,wdi-ER.FSH.CAPT.MT,gbr
17,17,0,4080292.3613340114,0.6175145058981503,8.760492086410522,2010,wdi-ER.FSH.PROD.MT,gbr
18,18,0,47704637.17311164,0.0388029098868006,8.733248472213745,2010,wdi-IT.MLT.MAIN,gbr
19,19,0,10.369367051771452,0.5147148042729468,9.515098810195925,2010,wdi-IT.MLT.MAIN.P2,gbr
20,20,0,12.139008415541612,0.1674909288252726,8.042829990386963,2010,wdi2-SH.STA.BASS.ZS,gbr
21,21,0,15.864073686763742,0.5259388022117037,9.749143362045288,2010,wdi-EG.FEC.RNEW.ZS,gbr
22,22,0,454.3798954111612,0.0947847750763207,8.015959739685059,2010,wdi-IT.NET.SECR.P6,gbr
23,23,0,969902.027006344,0.5868536532207824,8.991363048553467,2010,wdi-AG.LND.FRST.K2,gbr
24,24,0,14.70956563810691,0.4522370469703342,8.092958450317383,2010,wdi-AG.LND.FRST.ZS,gbr
25,25,0,8.878016400365633,0.897080003606594,9.659148454666138,2010,wdi2-SH.STA.ODFC.ZS,gbr
26,26,0,1184248.6365814935,0.6176691679726269,8.205337047576904,2010,wdi-AG.LND.AGRI.K2,gbr
27,27,0,14.197001320910443,0.3809617418084679,10.70649766921997,2010,wdi-AG.LND.AGRI.ZS,gbr
28,28,0,148239697.58776328,0.6975033144907036,8.955023765563965,2010,wdi-IT.CEL.SETS,gbr
29,29,0,24.85999549403222,0.287046009044318,8.063875198364258,2010,wdi-IT.CEL.SETS.P2,gbr
30,30,0,0.8814343843876645,0.1533713872527154,5.590865135192871,2010,wdi2-SE.PRM.DURS,gbr
31,31,0,3.664160980559641,0.1654785725155611,9.253173828125,2010,wdi2-SP.DYN.CBRT.IN,gbr
32,32,0,0.1214493555367412,0.6029825170862819,9.441935300827026,2010,wdi-AG.LND.ARBL.HA.PC,gbr
33,33,0,5.152678887343533,0.3810340772660388,9.236162424087524,2010,wdi-AG.LND.ARBL.ZS,gbr
34,34,0,2.1167407528116544,0.0894501325830926,9.715328216552734,2010,wdi2-NY.GDP.FRST.RT.ZS,gbr
35,35,0,2.6832892181104966,0.1080963855892153,7.275149822235107,2010,wdi2-NY.GDP.MINR.RT.ZS,gbr
36,36,0,2347731215002.747,0.0354642347975752,8.390747308731079,2010,wdi2-NY.GDP.MKTP.CD,gbr
37,37,0,2347731215002.747,0.0354642347975752,9.469720363616943,2010,wdi2-NY.GDP.MKTP.KD,gbr
38,38,0,8410.001915277966,0.575575305518462,8.433878898620605,2010,wdi2-NY.GDP.PCAP.CD,gbr
39,39,0,8410.001915277966,0.575575305518462,8.15366005897522,2010,wdi2-NY.GDP.PCAP.KD,gbr
40,40,0,1.9506656918942111,0.2408932585046063,9.879263639450071,2010,wdi2-SP.DYN.CDRT.IN,gbr
41,41,0,7.893879957579206,0.1379810906953224,9.78709840774536,2010,wdi2-NY.GDP.TOTL.RT.ZS,gbr
42,42,0,2.512414893453286,0.3590733769732269,9.513458728790283,2010,wdi2-SH.STA.DIAB.ZS,gbr
43,43,0,1.1679308637705836,0.0828145394821736,7.73660135269165,2010,wdi2-SP.RUR.TOTL.ZG,gbr
44,44,0,5.619735018964717,0.075361682390562,5.710490703582764,2010,wdi-EG.ELC.ACCS.RU.ZS,gbr
45,45,0,436271.27641992,0.043685110202908,9.40509581565857,2010,wdi-EN.ATM.CO2E.LF.KT,gbr
46,46,0,7.0546838934899565,0.1086284080660996,8.092494010925293,2010,wdi2-NY.GDP.DEFL.KD.ZG,gbr
47,47,0,1.53838001066029,0.3432305335505253,7.9095165729522705,2010,wdi2-NY.GDP.MKTP.KD.ZG,gbr
48,48,0,1.4593246347339597,0.4884100963211759,9.05852484703064,2010,wdi2-NY.GDP.PCAP.KD.ZG,gbr
49,49,0,0.6614951323463163,0.1048737171130995,9.473883867263794,2010,wdi2-SE.SEC.DURS,gbr
50,50,0,9.5138952957923,0.095167611427892,7.397018194198608,2010,wdi2-TX.VAL.MRCH.RS.ZS,gbr
51,51,0,662377660202.2184,0.0444548766425302,9.789889812469482,2010,wdi2-TX.VAL.MRCH.WL.CD,gbr
