,Unnamed: 0,Unnamed: 0.1,rmse,rmse_deviation,time,year,target,model
0,0,0,2896287.742499001,0.5608783179878413,42.38046073913574,2015,wdi-AG.LND.TOTL.K2,gbr
1,1,0,2997200.579186103,0.5629298108941111,43.77242374420166,2015,wdi-AG.SRF.TOTL.K2,gbr
2,2,0,29.102225455779152,0.9736345678659072,42.906227588653564,2015,wdi-EG.ELC.RNEW.ZS,gbr
3,3,0,1568.386350073277,0.0791892185396305,35.82216215133667,2015,wdi-EN.POP.DNST,gbr
4,4,0,6.976047403126208,0.0844156047946188,36.33220100402832,2015,wdi-EG.ELC.ACCS.ZS,gbr
5,5,0,2070662.8968632969,0.573769183371301,43.91340160369873,2015,wdi-ER.FSH.CAPT.MT,gbr
6,6,0,5338042.727029519,0.6829704705069912,41.50312924385071,2015,wdi-ER.FSH.PROD.MT,gbr
7,7,0,1.0074247240734613,0.7737757861836887,46.144105434417725,2015,wdi2-SP.POP.GROW,gbr
8,8,0,151817493.5767183,0.5081288332647991,44.10143828392029,2015,wdi2-SP.POP.TOTL,gbr
9,9,0,11267624.79110738,0.0463321152495359,45.22341775894165,2015,wdi2-SM.POP.TOTL,gbr
10,10,0,867546.7928817709,0.5324972012525658,43.53504633903504,2015,wdi-AG.LND.FRST.K2,gbr
11,11,0,14.848756244932126,0.4657006598151512,35.665332317352295,2015,wdi-AG.LND.FRST.ZS,gbr
12,12,0,6.175845211299061,0.0674467853831287,31.15160131454468,2015,wdi-EG.ELC.ACCS.UR.ZS,gbr
13,13,0,6.365807512545562,0.0728412327212284,42.93509793281555,2015,wdi2-SH.H2O.BASW.ZS,gbr
14,14,0,8.053827337427029,0.760169380843726,41.79208517074585,2015,wdi2-SM.POP.TOTL.ZS,gbr
15,15,0,94669404.6487779,0.6502481762654684,41.771928787231445,2015,wdi2-SP.RUR.TOTL,gbr
16,16,0,18.27815838036869,0.4452918223857514,42.79194402694702,2015,wdi2-SP.RUR.TOTL.ZS,gbr
17,17,0,0.6116615619481351,0.309857546511493,35.55914688110352,2015,wdi2-SP.URB.GROW,gbr
18,18,0,99447152.44371298,0.6399998756453029,44.370450019836426,2015,wdi2-SP.URB.TOTL,gbr
19,19,0,18.00719997396827,0.305453186732231,36.0535101890564,2015,wdi2-SP.URB.TOTL.IN.ZS,gbr
20,20,0,13.624319080603124,0.4596593903226939,42.998833894729614,2015,wdi-EG.FEC.RNEW.ZS,gbr
21,21,0,2699.0413474256325,0.0708115726287506,44.74715185165405,2015,wdi-IT.NET.SECR.P6,gbr
22,22,0,11.927114491339198,0.1595189963078702,35.994075298309326,2015,wdi2-SH.STA.BASS.ZS,gbr
23,23,0,1144587.6494480183,0.5818479933958053,40.68578290939331,2015,wdi-AG.LND.AGRI.K2,gbr
24,24,0,14.15022907601309,0.3798591510982536,35.50765013694763,2015,wdi-AG.LND.AGRI.ZS,gbr
25,25,0,7.647055353659831,0.099339721330304,35.25264620780945,2015,wdi-EG.ELC.ACCS.RU.ZS,gbr
26,26,0,37089309.46818124,0.0354606116596719,43.75799751281738,2015,wdi-IT.MLT.MAIN,gbr
27,27,0,11.41377810397788,0.6463969028925737,35.62757468223572,2015,wdi-IT.MLT.MAIN.P2,gbr
28,28,0,7.51890037763749,0.8999384103491458,36.6042218208313,2015,wdi2-SH.STA.ODFC.ZS,gbr
29,29,0,0.1243594865984127,0.6348486717025783,43.590587854385376,2015,wdi-AG.LND.ARBL.HA.PC,gbr
30,30,0,4.859311397944047,0.357469982718249,41.82599115371704,2015,wdi-AG.LND.ARBL.ZS,gbr
31,31,0,158723223.40260497,0.5373222402590992,35.009634256362915,2015,wdi-IT.CEL.SETS,gbr
32,32,0,28.07636001312504,0.268034335260047,42.24679374694824,2015,wdi-IT.CEL.SETS.P2,gbr
33,33,0,3319478862897.6343,0.0441420269892251,41.222439765930176,2015,wdi2-NY.GDP.MKTP.CD,gbr
34,34,0,15132.357334866045,0.9873689686447606,35.78351306915283,2015,wdi2-NY.GDP.PCAP.CD,gbr
35,35,0,0.790909421521782,0.1366871585822124,21.27053189277649,2015,wdi2-SE.PRM.DURS,gbr
