,Unnamed: 0,Unnamed: 0.1,rmse,rmse_deviation,time,year,target,model
0,0,0,0.350227467577162,0.2981792766942524,5.792425870895386,2020,wdi2-SP.POP.GROW,gbr
1,1,0,178769761.7467884,0.5630942641980036,5.736896753311157,2020,wdi2-SP.POP.TOTL,gbr
2,2,0,62842.46757982262,0.0847986384867805,5.891549825668335,2020,wdi-IT.NET.SECR.P6,gbr
3,3,0,78064094.34950422,0.5303232099117555,5.343778848648071,2020,wdi2-SP.RUR.TOTL,gbr
4,4,0,0.3345233023633628,0.0084814763726763,5.356694221496582,2020,wdi2-SP.RUR.TOTL.ZS,gbr
5,5,0,0.4535502555807328,0.2451275893202578,5.462069034576416,2020,wdi2-SP.URB.GROW,gbr
6,6,0,98793084.68703298,0.5723216513656295,8.938227415084839,2020,wdi2-SP.URB.TOTL,gbr
7,7,0,0.3403102196053233,0.0056195411525834,8.179640054702759,2020,wdi2-SP.URB.TOTL.IN.ZS,gbr
8,8,0,0.7299162198763103,0.125890183340182,5.977102994918823,2020,wdi2-SE.PRM.DURS,gbr
9,9,0,0.7447677222469291,0.0879381330518055,5.684201955795288,2020,wdi2-SP.RUR.TOTL.ZG,gbr
10,10,0,0.5938861336613732,0.0935253753797438,5.029437065124512,2020,wdi2-SE.SEC.DURS,gbr
11,11,0,715457078887.1926,0.0399697674612827,6.520106077194214,2020,wdi2-TM.VAL.MRCH.CD.WT,gbr
12,12,0,672214852526.4349,0.0379782402557307,6.611367225646973,2020,wdi2-TX.VAL.MRCH.CD.WT,gbr
13,13,0,0.4684324061570433,0.0500348381486305,7.439982175827026,2020,wdi2-SP.POP.0004.FE.5Y,gbr
14,14,0,0.3838342510582543,0.0395849517447725,6.154523849487305,2020,wdi2-SP.POP.0004.MA.5Y,gbr
15,15,0,21648274.039163377,0.4777711897013776,8.119768857955933,2020,wdi2-SP.POP.0014.FE.IN,gbr
16,16,0,0.66735826780689,0.0248466100430983,6.615406274795532,2020,wdi2-SP.POP.0014.FE.ZS,gbr
17,17,0,21496942.530709445,0.4462723823279175,6.114375829696655,2020,wdi2-SP.POP.0014.MA.IN,gbr
18,18,0,0.8485727171321916,0.03046731970222,6.5401930809021,2020,wdi2-SP.POP.0014.MA.ZS,gbr
19,19,0,46055685.361966565,0.4926744629933258,16.47122597694397,2020,wdi2-SP.POP.0014.TO,gbr
20,20,0,0.5235990152088489,0.019191389694554,9.31535005569458,2020,wdi2-SP.POP.0014.TO.ZS,gbr
21,21,0,0.3085914294908682,0.034201046183419,7.7448108196258545,2020,wdi2-SP.POP.0509.FE.5Y,gbr
22,22,0,0.3118909585058475,0.0333269451635834,8.008924007415771,2020,wdi2-SP.POP.0509.MA.5Y,gbr
23,23,0,0.4453185907406173,0.0525503152108836,8.844038963317871,2020,wdi2-SP.POP.1014.FE.5Y,gbr
24,24,0,0.4674960663320323,0.0531432250563951,8.255783081054688,2020,wdi2-SP.POP.1014.MA.5Y,gbr
25,25,0,0.763715305354556,0.0973355666994206,8.175956010818481,2020,wdi2-SP.POP.1519.FE.5Y,gbr
26,26,0,0.8754609128395147,0.1074531185358374,7.62746000289917,2020,wdi2-SP.POP.1519.MA.5Y,gbr
27,27,0,65274260.12674484,0.5882447258540912,7.720723867416382,2020,wdi2-SP.POP.1564.FE.IN,gbr
