model,year,target,names,values
rfr,2010,wdi-EN.POP.DNST,wdi2-SP.POP.TOTL,0.07328002584715017
rfr,2010,wdi-EN.POP.DNST,wdi-AG.SRF.TOTL.K2,0.09181539960778835
rfr,2010,wdi-EN.POP.DNST,wdi-EG.ELC.ACCS.ZS,0.006397993519758625
rfr,2010,wdi-EN.POP.DNST,wdi2-SH.H2O.BASW.ZS,0.053012915736833165
rfr,2010,wdi-EN.POP.DNST,wdi2-SM.POP.TOTL,0.07763269116337759
rfr,2010,wdi-EN.POP.DNST,wdi2-SM.POP.TOTL.ZS,0.18470523421767726
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi2-NY.GDY.TOTL.KN,0.005947628000460146
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi-AG.LND.TOTL.K2,0.8437906749820028
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi-EG.ELC.RNEW.ZS,0.004738051937778121
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi-EN.POP.DNST,0.004161116995337736
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi2-SP.POP.GROW,0.0044204391746077015
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi2-SP.POP.TOTL,0.10722949244624337
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi-EG.ELC.ACCS.ZS,0.0042851350291207855
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi2-SH.H2O.BASW.ZS,0.005615345507542661
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi2-SM.POP.TOTL,0.009875980411386792
rfr,2010,wdi-AG.SRF.TOTL.K2,wdi2-SM.POP.TOTL.ZS,0.009936135515519823
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi2-NY.GDY.TOTL.KN,0.0076287424045673
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi-EG.ELC.RNEW.ZS,0.007250564270351066
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi2-SP.POP.GROW,0.00664892359343118
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi2-SP.POP.TOTL,0.00553501108585172
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi-AG.LND.TOTL.K2,0.007233156497467413
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi-EN.POP.DNST,0.006906917787653678
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi-AG.SRF.TOTL.K2,0.007232378725202182
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi-EG.ELC.ACCS.UR.ZS,0.9383133606457091
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi2-SM.POP.TOTL,0.0028729467875018696
rfr,2010,wdi-EG.ELC.ACCS.ZS,wdi2-SM.POP.TOTL.ZS,0.010377998202264503
rfr,2010,wdi2-SM.POP.TOTL,wdi2-NY.GDY.TOTL.KN,0.04124217949641369
rfr,2010,wdi2-SM.POP.TOTL,wdi-EG.ELC.RNEW.ZS,0.012873846876650774
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SM.POP.TOTL.ZS,0.0922637672202864
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.POP.GROW,0.007074325072230205
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.POP.TOTL,0.07184567298045529
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.RUR.TOTL,0.05712761935555957
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.RUR.TOTL.ZS,0.014086626849952122
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.URB.GROW,0.05239428690952928
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.URB.TOTL,0.6262258690847182
rfr,2010,wdi2-SM.POP.TOTL,wdi2-SP.URB.TOTL.IN.ZS,0.024865806154204466
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-NY.GDY.TOTL.KN,0.03683049915628032
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi-EG.ELC.RNEW.ZS,0.042121269007674114
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SM.POP.TOTL,0.15040727630137918
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.POP.GROW,0.07281218787014096
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.POP.TOTL,0.05592640582283506
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.RUR.TOTL,0.36829457941007454
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.RUR.TOTL.ZS,0.11712630771195727
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.URB.GROW,0.04296680912462622
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.URB.TOTL,0.025465555658257262
rfr,2010,wdi2-SM.POP.TOTL.ZS,wdi2-SP.URB.TOTL.IN.ZS,0.08804910993677516
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-NY.GDY.TOTL.KN,0.006416425256496307
rfr,2010,wdi2-SP.RUR.TOTL,wdi-EG.ELC.RNEW.ZS,0.003707438821914649
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SM.POP.TOTL,0.024695891389913974
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SM.POP.TOTL.ZS,0.003932082772346691
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SP.POP.GROW,0.004045414506369202
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SP.POP.TOTL,0.8489855815907513
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SP.RUR.TOTL.ZS,0.003386077467632268
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SP.URB.GROW,0.00407623281031502
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SP.URB.TOTL,0.09749421966792714
rfr,2010,wdi2-SP.RUR.TOTL,wdi2-SP.URB.TOTL.IN.ZS,0.0032606357163334834
