,model,year,target,names,values
0,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi2-NE.DAB.TOTL.CN,19520039156704.0
1,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi-AG.SRF.TOTL.K2,611341796638606.0
2,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi-EG.ELC.RNEW.ZS,82118880734456.0
3,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi-EN.POP.DNST,77559973468376.0
4,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi-EG.ELC.ACCS.ZS,41863255142122.0
5,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi-ER.FSH.CAPT.MT,30237472872959.0
6,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi-ER.FSH.PROD.MT,187466240677436.0
7,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi2-SP.POP.GROW,46299984133238.0
8,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi2-SP.POP.TOTL,108386023935078.1
9,lgbmr,2015,wdi-AG.LND.TOTL.K2,wdi2-SM.POP.TOTL,274735501882312.0
10,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi2-NE.DAB.TOTL.CN,76925965843856.0
11,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi-AG.LND.TOTL.K2,718647805334526.0
12,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi-EG.ELC.RNEW.ZS,93912380095287.8
13,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi-EN.POP.DNST,87029477395172.0
14,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi-EG.ELC.ACCS.ZS,31517539638490.0
15,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi-ER.FSH.CAPT.MT,22933613104776.0
16,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi-ER.FSH.PROD.MT,182589186455840.0
17,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi2-SP.POP.GROW,21092549954730.8
18,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi2-SP.POP.TOTL,88811940055342.0
19,lgbmr,2015,wdi-AG.SRF.TOTL.K2,wdi2-SM.POP.TOTL,247390985489000.0
20,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi2-NE.DAB.TOTL.CN,389.6575101017952
21,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi-AG.LND.TOTL.K2,1803.1971698999405
22,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi-AG.SRF.TOTL.K2,86.49477970600128
23,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi-EN.POP.DNST,537.9684022665024
24,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi-EG.ELC.ACCS.ZS,629.6124597191811
25,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi-ER.FSH.CAPT.MT,538.1265655457973
26,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi-ER.FSH.PROD.MT,623.8832448720932
27,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi2-SP.POP.GROW,279.9484834969044
28,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi2-SP.POP.TOTL,473.4408686161041
29,lgbmr,2015,wdi-EG.ELC.RNEW.ZS,wdi2-SM.POP.TOTL,873.1756045222282
30,lgbmr,2015,wdi-EN.POP.DNST,wdi2-NE.DAB.TOTL.CN,1913583.3689575195
31,lgbmr,2015,wdi-EN.POP.DNST,wdi-AG.LND.TOTL.K2,6101090.951141357
32,lgbmr,2015,wdi-EN.POP.DNST,wdi-AG.SRF.TOTL.K2,892165.7054290771
33,lgbmr,2015,wdi-EN.POP.DNST,wdi-EG.ELC.RNEW.ZS,1880770.095046997
34,lgbmr,2015,wdi-EN.POP.DNST,wdi-EG.ELC.ACCS.ZS,994939.7657089232
35,lgbmr,2015,wdi-EN.POP.DNST,wdi-ER.FSH.CAPT.MT,867110.1492919922
36,lgbmr,2015,wdi-EN.POP.DNST,wdi-ER.FSH.PROD.MT,868794.4859161377
37,lgbmr,2015,wdi-EN.POP.DNST,wdi2-SP.POP.GROW,1029043.2392425536
38,lgbmr,2015,wdi-EN.POP.DNST,wdi2-SP.POP.TOTL,791621.7275161743
39,lgbmr,2015,wdi-EN.POP.DNST,wdi2-SM.POP.TOTL,1389795.240661621
40,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi2-NE.DAB.TOTL.CN,32.290976653806865
41,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi-AG.LND.TOTL.K2,25.171311732800245
42,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi-AG.SRF.TOTL.K2,7.278115080705902
43,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi-EG.ELC.RNEW.ZS,31.95971414672385
44,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi-EN.POP.DNST,16.425750775066263
45,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi-ER.FSH.CAPT.MT,5.333516772967414
46,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi-ER.FSH.PROD.MT,35.46695576608181
47,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi2-SP.POP.GROW,139.73950147863798
48,lgbmr,2015,wdi-EG.ELC.ACCS.ZS,wdi2-SP.POP.TOTL,96.46159662299578
