,model,year,target,names,values
0,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-NE.DAB.TOTL.CN,0.0684189830062678
1,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-NY.GDY.TOTL.KN,0.0814128167694434
2,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SP.POP.TOTL,0.0983454422821523
3,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SP.RUR.TOTL,0.1387083432055078
4,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SP.RUR.TOTL.ZS,0.1568975544068962
5,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SP.URB.GROW,8.676567182061262
6,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SP.URB.TOTL,0.0656020697788335
7,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SP.URB.TOTL.IN.ZS,0.1134327036561444
8,lgbmr,2020,wdi2-SP.POP.GROW,wdi-IT.NET.SECR.P6,0.2283579301292775
9,lgbmr,2020,wdi2-SP.POP.GROW,wdi2-SE.PRM.DURS,0.0162091212259838
10,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-NE.DAB.TOTL.CN,7.382460702936269e+16
11,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-NY.GDY.TOTL.KN,3.864899541888696e+17
12,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SP.POP.GROW,1.0972878313527706e+17
13,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SP.RUR.TOTL,2.0020269682823496e+18
14,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SP.RUR.TOTL.ZS,9.518079125218918e+16
15,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SP.URB.GROW,3.032341347521659e+17
16,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SP.URB.TOTL,2.850457429974584e+18
17,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SP.URB.TOTL.IN.ZS,2.861306688655196e+17
18,lgbmr,2020,wdi2-SP.POP.TOTL,wdi-IT.NET.SECR.P6,3.984787237176279e+17
19,lgbmr,2020,wdi2-SP.POP.TOTL,wdi2-SE.PRM.DURS,3823871957270528.0
20,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-NE.DAB.TOTL.CN,1494583386.0
21,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-NY.GDY.TOTL.KN,1098479751.0
22,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.POP.GROW,2568703507.0
23,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.POP.TOTL,8282936774.601562
24,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.RUR.TOTL,10590535149.0
25,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.RUR.TOTL.ZS,545109897.6992188
26,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.URB.GROW,2322971198.0
27,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.URB.TOTL,12140766023.0
28,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SP.URB.TOTL.IN.ZS,2548745206.0
29,lgbmr,2020,wdi-IT.NET.SECR.P6,wdi2-SE.PRM.DURS,7094248776.0
30,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-NE.DAB.TOTL.CN,1.952551320100864e+16
31,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-NY.GDY.TOTL.KN,1.0246779917878886e+17
32,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SP.POP.GROW,5.237580932910285e+16
33,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SP.POP.TOTL,8.48354768500011e+17
34,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SP.RUR.TOTL.ZS,4.904562780258304e+16
35,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SP.URB.GROW,2.732916255257395e+16
36,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SP.URB.TOTL,2.2995711876469555e+17
37,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SP.URB.TOTL.IN.ZS,4.196822068146995e+16
38,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi-IT.NET.SECR.P6,1.0390976515640525e+17
39,lgbmr,2020,wdi2-SP.RUR.TOTL,wdi2-SE.PRM.DURS,718509492862976.0
40,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-NE.DAB.TOTL.CN,1.7377799159876304
41,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-NE.DAB.TOTL.KN,0.8515518090789556
42,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.POP.GROW,1.5252774055188638
43,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.POP.TOTL,1.445593796655885
44,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.RUR.TOTL,5.896261732174025
45,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.URB.GROW,0.7270627950310882
46,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.URB.TOTL,1.5666107011820714
47,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SP.URB.TOTL.IN.ZS,6049.969233198317
48,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi-IT.NET.SECR.P6,1.6998006170360895
49,lgbmr,2020,wdi2-SP.RUR.TOTL.ZS,wdi2-SE.PRM.DURS,0.3595199235860491
50,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-NE.DAB.TOTL.CN,0.1254145976272411
51,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-NY.GDY.TOTL.KN,0.1198858875286532
52,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SP.POP.GROW,17.240610009088414
53,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SP.POP.TOTL,0.0792843668605201
54,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SP.RUR.TOTL,0.3270608095626812
55,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SP.RUR.TOTL.ZS,0.4005758543789852
56,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SP.URB.TOTL,0.086225696170004
57,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SP.URB.TOTL.IN.ZS,0.2626364585594274
58,lgbmr,2020,wdi2-SP.URB.GROW,wdi-IT.NET.SECR.P6,0.5298657513194485
59,lgbmr,2020,wdi2-SP.URB.GROW,wdi2-SE.PRM.DURS,0.0124116480146767
60,lgbmr,2020,wdi2-SP.URB.TOTL,wdi2-NE.DAB.TOTL.CN,2.324207927878451e+16
61,lgbmr,2020,wdi2-SP.URB.TOTL,wdi2-NY.GDY.TOTL.KN,8.383402681700352e+16
