,feature indicator,feature importance,predicted indicator
7280,ihme-meningitis,0.0410341583918078,itu-mcs1
7281,wdi2-SL.UEM.BASC.ZS,0.0279605175427913,itu-mcs1
7282,ihme-anxiety-disorders,0.0919168290347153,itu-mcs1
7283,wdi2-SH.XPD.PVTD.PP.CD,0.1422143654003887,itu-mcs1
7284,wdi2-NV.AGR.TOTL.ZS,0.1615212989611799,itu-mcs1
7285,epi-HAD,0.1408884970132725,itu-mcs1
7286,wdi2-SP.POP.1519.MA.5Y,0.1278945455302968,itu-mcs1
7287,hdr-43006,0.1380178157799232,itu-mcs1
7288,wdi-ER.H2O.INTR.PC,0.0530602402051102,itu-mcs1
7289,hdr-103006,0.0754917321405138,itu-mcs1
7290,ihme-vascular-intestinal-disorders,0.0801419837345798,itu-fts1
7291,wdi2-NY.ADJ.SVNX.GN.ZS,0.0407275573090029,itu-fts1
7292,wdi-AG.LND.CROP.ZS,0.0968115869728282,itu-fts1
7293,unicef-cm5,0.0875371827914312,itu-fts1
7294,hdr-137006,0.1425821222929551,itu-fts1
7295,ihme-alopecia-areata,0.0252270730063844,itu-fts1
7296,ihme-colon-and-rectum-cancer,0.2845718303510672,itu-fts1
7297,wdi2-NY.ADJ.AEDU.GN.ZS,0.0442233901026438,itu-fts1
7298,ndgain-id_infr_06-score,0.0935404826052515,itu-fts1
7299,wdi2-SL.GDP.PCAP.EM.KD,0.1046367908338552,itu-fts1
7350,ihme-measles,0.0779100262503246,itu-ambs1
7351,wdi2-NE.CON.PRVT.PC.KD,0.0638185001467577,itu-ambs1
7352,wdi-GC.NFN.TOTL.GD.ZS,0.0500706896155309,itu-ambs1
7353,ndgain-id_heal_06-raw,0.23276856115094,itu-ambs1
7354,wdi2-SH.DYN.NCOM.FE.ZS,0.092778905633695,itu-ambs1
7355,wdi-IP.IDS.RSCT,0.0701116468307979,itu-ambs1
7356,unicef-wash10,0.1281814761194484,itu-ambs1
7357,wdi-IS.SHP.GCNW.XQ,0.1534378843301074,itu-ambs1
7358,itu-fbt,0.0904543438082443,itu-ambs1
7359,hdr-53506,0.0404679661141534,itu-ambs1
7430,ihme-alzheimer's-disease-and-other-dementias,0.0164207649284292,itu-fbt
7431,wdi-GC.XPN.TOTL.GD.ZS,0.0260149876683938,itu-fbt
7432,hdr-148206,0.0128385285358475,itu-fbt
7433,epi-WRS,0.2284637436604811,itu-fbt
7434,wdi2-NE.GDI.STKB.CD,0.0971722114163199,itu-fbt
7435,wdi2-SP.POP.3539.MA.5Y,0.0231270270803997,itu-fbt
7436,wdi-IT.CEL.SETS,0.2431975822701829,itu-fbt
7437,wdi-DT.DOD.MIBR.CD,0.0912526034957815,itu-fbt
7438,epi-HLT,0.2336028100096573,itu-fbt
7439,hdr-71406,0.0279097409345066,itu-fbt
7440,wdi2-SE.PRM.ENRR,0.0322778644979915,itu-fbs1
7441,wdi2-SP.DYN.IMRT.MA.IN,0.080094163870132,itu-fbs1
7442,key-egov-osi,0.0732878856685766,itu-fbs1
7443,ndgain-id_soci_01-score,0.0364144590313494,itu-fbs1
7444,ndgain-nd-vulnerability-health,0.2168691799183981,itu-fbs1
7445,ohi-spp-score,0.1045289333473395,itu-fbs1
7446,wdi2-NV.AGR.TOTL.KD,0.1411349035797419,itu-fbs1
7447,wdi2-NY.GNP.PCAP.PP.CD,0.176300972088548,itu-fbs1
7448,ldc-GSSE-Value,0.1080774226954358,itu-fbs1
7449,wdi-BX.GRT.EXTA.CD.WD,0.0310142153024869,itu-fbs1
9650,hdr-69206,0.1041578240909484,itu-ibis
9651,wdi-EN.URB.LCTY.UR.ZS,0.0867611896457126,itu-ibis
9652,wdi2-SE.TER.CUAT.ST.FE.ZS,0.1786105396529279,itu-ibis
9653,wdi2-MS.MIL.XPND.ZS,0.0498520967506967,itu-ibis
9654,wdi2-NE.CON.PRVT.PP.KD,0.0853803580803974,itu-ibis
9655,wdi-BX.GSR.CCIS.CD,0.2727685312395565,itu-ibis
9656,wdi2-SG.LAW.INDX,0.0375192357911479,itu-ibis
9657,hdr-123306,0.0628532627192073,itu-ibis
9658,wdi2-SP.ADO.TFRT,0.0639414420421617,itu-ibis
