,feature indicator,feature importance,predicted indicator
2467,wdi2-NY.GDS.TOTL.CD,0.0830814062141357,mvi-ldc-LECZ-Index
2468,wdi2-TM.VAL.SERV.CD.WT,0.0550691306120067,mvi-ldc-LECZ-Index
2469,wdi2-NE.CON.PRVT.KN,0.0779764799312562,mvi-ldc-LECZ-Index
2470,wdi2-NE.DAB.DEFL.ZS,0.1131970292576895,mvi-ldc-DRY-Index
2471,wdi2-NE.DAB.TOTL.CN,0.0618005470249961,mvi-ldc-DRY-Index
2472,wdi2-SI.RMT.COST.IB.ZS,0.0372539775221595,mvi-ldc-DRY-Index
2473,wdi2-SE.XPD.TERT.ZS,0.0535671058526375,mvi-ldc-DRY-Index
2474,paris-123,0.0966702092285958,mvi-ldc-DRY-Index
2475,ndgain-id_soci_01-score,0.0878176545139067,mvi-ldc-DRY-Index
2476,wdi2-NY.GNP.PCAP.KD,0.1010009336202377,mvi-ldc-DRY-Index
2477,key-wdi-DT.DOD.DECT.GN.ZS,0.150737908047243,mvi-ldc-DRY-Index
2478,key-wdi-EG.ELC.RNEW.ZS,0.0515835262302159,mvi-ldc-DRY-Index
2479,wdi-FB.CBK.DPTR.P3,0.2463711087023176,mvi-ldc-DRY-Index
2480,ihme-multiple-myeloma,0.0757440628454696,mvi-ldc-AIN-Index
2481,unicef-m6,0.0466144669649239,mvi-ldc-AIN-Index
2482,hdr-46106,0.0385580271852107,mvi-ldc-AIN-Index
2483,hdr-195906,0.1041347906143992,mvi-ldc-AIN-Index
2484,ihme-other-skin-and-subcutaneous-diseases,0.2326289367298338,mvi-ldc-AIN-Index
2485,wdi2-per_sa_allsa.adq_pop_tot,0.0648864585207828,mvi-ldc-AIN-Index
2486,irena-be-inv-all,0.1105910571883434,mvi-ldc-AIN-Index
2487,ihme-chronic-kidney-disease,0.1167065037761703,mvi-ldc-AIN-Index
2488,ihme-ovarian-cancer,0.0879173672808976,mvi-ldc-AIN-Index
2489,unicef-a1,0.1222183288939682,mvi-ldc-AIN-Index
2490,wdi2-MS.MIL.XPND.CD,0.0481624884173682,mvi-ldc-VIC-Index
2491,ohi-mar-score,0.0681534547837176,mvi-ldc-VIC-Index
2492,ndgain-id_soci_02-raw,0.0716430644415394,mvi-ldc-VIC-Index
2493,ihme-drowning,0.1680361799517488,mvi-ldc-VIC-Index
2494,wdi2-SE.SEC.CUAT.PO.ZS,0.0516724332342559,mvi-ldc-VIC-Index
2495,epi-WRS,0.2870178410428051,mvi-ldc-VIC-Index
2496,wdi-IT.NET.USER.ZS,0.0472489077608407,mvi-ldc-VIC-Index
2497,wdi2-NY.GDP.PCAP.CN,0.0725509536017152,mvi-ldc-VIC-Index
2498,ohi-cw-status,0.1192242029924957,mvi-ldc-VIC-Index
2499,wdi2-NE.CON.GOVT.KN,0.0662904737735128,mvi-ldc-VIC-Index
2500,wdi-DT.ODA.ODAT.MP.ZS,0.0307307657598856,mvi-geographic
2501,wdi-GC.XPN.INTP.ZS,0.0133135350010164,mvi-geographic
2502,ihme-larynx-cancer,0.0340553913458705,mvi-geographic
2503,mvi-ldc-LECZ-Index,0.7881176198011673,mvi-geographic
2504,wdi-BM.TRF.PRVT.CD,0.0184607741170219,mvi-geographic
2505,ihme-cardiomyopathy-and-myocarditis,0.0224692971490443,mvi-geographic
2506,wdi2-TM.VAL.MRCH.WR.ZS,0.0405669495696826,mvi-geographic
2507,wdi-IQ.CPA.ENVR.XQ,0.004912804569689,mvi-geographic
2508,ihme-parkinson's-disease,0.0104757147104429,mvi-geographic
2509,ohi-lsp-score,0.0368971479761789,mvi-geographic
2510,wdi-IC.IMP.CSDC.CD,0.0218408316824246,mvi-economic
2511,key-wdi-EG.FEC.RNEW.ZS,0.0862179129557495,mvi-economic
2512,wdi-IQ.SCI.PRDC,0.0236342880955146,mvi-economic
2513,wdi2-SP.URB.TOTL.IN.ZS,0.1077421349441272,mvi-economic
2514,ldc-XCON-Value,0.2767049402284388,mvi-economic
2515,wdi2-SH.STA.OWGH.ME.ZS,0.0814315527211552,mvi-economic
2516,wdi2-TX.VAL.MRCH.WL.CD,0.0490513029516552,mvi-economic
2517,wdi-EN.URB.MCTY.TL.ZS,0.0669619544863174,mvi-economic
2518,ldc-EVI,0.2499452524189456,mvi-economic
2519,wdi2-SE.PRE.ENRR,0.0364698295156716,mvi-economic
2520,paris-162,0.015065885129073,mvi-environmental
2521,hdr-112606,0.024419871424758,mvi-environmental
2522,wdi2-NY.GNP.MKTP.PP.KD,0.0164057778168528,mvi-environmental
2523,ihme-stomach-cancer,0.0193230454218224,mvi-environmental
2524,hdr-123306,0.0335710592698945,mvi-environmental
2525,itu-iuit,0.0946855192173789,mvi-environmental
2526,ldc-VIC-Value,0.5791248490369313,mvi-environmental
2527,ndgain-id_habi_05-raw,0.0719538378220593,mvi-environmental
2528,epi-HLT,0.1336175838920252,mvi-environmental
2529,paris-59,0.0118325709692042,mvi-environmental
2650,ohi-spp-resilience,0.0397118857944932,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2651,ohi-cw-resilience,0.0488610100385183,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2652,epi-AGR,0.1306081412798362,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2653,wdi2-SL.UEM.1524.FE.NE.ZS,0.1536819301038468,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2654,ohi-spp-trend,0.2059816421486027,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2655,ohi-tr-pressures,0.0213179800591516,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2656,wdi2-SL.TLF.ACTI.1524.FE.NE.ZS,0.1445893062367786,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2657,wdi2-SL.TLF.PART.MA.ZS,0.1476411749931638,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2658,wdi-IT.MLT.MAIN,0.0367330237840443,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
2659,wdi2-NV.MNF.OTHR.ZS.UN,0.070873905561564,mvi-wdi-BX.KLT.DINV.WD.GD.ZS
9360,wdi2-NY.GDP.MINR.RT.ZS,0.0695691138019465,mvi-wdi2-ST.INT.RCPT.XP.ZS
9361,wdi2-SH.XPD.EHEX.CH.ZS,0.0341563359825197,mvi-wdi2-ST.INT.RCPT.XP.ZS
9362,ihme-other-transport-injuries,0.0829964853695527,mvi-wdi2-ST.INT.RCPT.XP.ZS
9363,wdi-IT.CEL.SETS,0.1117092781655219,mvi-wdi2-ST.INT.RCPT.XP.ZS
9364,wdi2-NY.ADJ.DPEM.CD,0.1140761086504152,mvi-wdi2-ST.INT.RCPT.XP.ZS
9365,hdr-110906,0.1584591380078505,mvi-wdi2-ST.INT.RCPT.XP.ZS
9366,wdi2-SP.DYN.IMRT.MA.IN,0.0832781448816816,mvi-wdi2-ST.INT.RCPT.XP.ZS
9367,wdi-IQ.CPA.SOCI.XQ,0.11671799712954,mvi-wdi2-ST.INT.RCPT.XP.ZS
9368,paris-94,0.1345257186491041,mvi-wdi2-ST.INT.RCPT.XP.ZS
9369,itu-fiu,0.0945116793618675,mvi-wdi2-ST.INT.RCPT.XP.ZS
