,feature indicator,feature importance,predicted indicator
22256,wdi-LP.LPI.TIME.XQ,0.2069537096688439,blasiak-fishers
22257,ohi-np-status,0.1287928674653105,blasiak-fishers
22258,blasiak-education,0.0639822357100027,blasiak-fishers
22259,wdi-EN.ATM.PM25.MC.M3,0.1198115058693098,blasiak-fishers
22260,wdi2-NY.GDP.FCST.KD,0.0434741003538863,blasiak-export
22261,mvi-ldc-REM-Index,0.1546374775709291,blasiak-export
22262,ndgain-id_infr_04-score,0.0487951299360287,blasiak-export
22263,blasiak-index-45-16,0.2531870793784826,blasiak-export
22264,wdi2-NY.GSR.NFCY.CN,0.021163071590807,blasiak-export
22265,hdr-137906,0.114066664220518,blasiak-export
22266,wdi2-SE.SEC.TCAQ.UP.ZS,0.0275309494886559,blasiak-export
22267,ndgain-id_ecos_02-score,0.1249467523119479,blasiak-export
22268,wdi-GF.XPD.BUDG.ZS,0.082736954069456,blasiak-export
22269,ldc-XIN-Value,0.1294618210792881,blasiak-export
22270,wdi2-SP.POP.GROW,0.3696034313893622,blasiak-landings
22271,hdr-43606,0.0432449319835446,blasiak-landings
22272,hdr-23806,0.0487524633932491,blasiak-landings
22273,itu-fbs1,0.0688960943570122,blasiak-landings
22274,wdi-DT.DOD.DPNG.CD,0.0494346254558088,blasiak-landings
22275,ldc-GSSE-Index,0.1824974543123566,blasiak-landings
22276,hdr-184006,0.0691126257010443,blasiak-landings
22277,wdi2-SL.UEM.TOTL.MA.NE.ZS,0.0578132396149913,blasiak-landings
22278,ohi-lsp-resilience,0.0661452703358966,blasiak-landings
22279,key-wdi-IT.NET.USER.ZS,0.0444998634567338,blasiak-landings
22280,ndgain-id_habi_06-score,0.0529313101311425,blasiak-education
22281,wdi2-NY.GNP.PCAP.PP.CD,0.0381722010639519,blasiak-education
22282,irena-bg-gen-on,0.0446979194894375,blasiak-education
22283,ohi-lsp-pressures,0.0808813196584988,blasiak-education
22284,wdi-BX.PEF.TOTL.CD.WD,0.019235254065017,blasiak-education
22285,wdi-DT.DOD.DECT.GN.ZS,0.0640433294596217,blasiak-education
22286,wdi-EG.ELC.LOSS.ZS,0.1744572997674755,blasiak-education
22287,wdi-FX.OWN.TOTL.OL.ZS,0.1276119162833662,blasiak-education
22288,ldc-ALR-Value,0.30083881030247,blasiak-education
22289,ohi-index-score,0.0971306397790185,blasiak-education
22290,ohi-hab-resilience,0.3467376997983593,blasiak-governance
22291,wdi-IS.SHP.GOOD.TU,0.0460300527388735,blasiak-governance
22292,blasiak-sea-26-50,0.0780164640411939,blasiak-governance
22293,paris-44,0.0197564023569508,blasiak-governance
22294,wdi2-SL.TLF.CACT.FM.ZS,0.0624723117674519,blasiak-governance
22295,wdi2-SP.POP.1014.MA.5Y,0.0306632511143487,blasiak-governance
22296,wdi2-SH.XPD.PVTD.PC.CD,0.1542777630880297,blasiak-governance
22297,wdi-FX.OWN.TOTL.40.ZS,0.1569115738666422,blasiak-governance
22298,wdi2-SE.SEC.CMPT.LO.ZS,0.0879748896864501,blasiak-governance
22299,wdi2-NV.SRV.TOTL.KD.ZG,0.0171595915416995,blasiak-governance
22300,hdr-121206,0.0643228989007351,blasiak-subsidies
22301,wdi2-SH.DYN.MORT,0.0554951718043622,blasiak-subsidies
22302,wdi2-SL.EMP.1524.SP.MA.ZS,0.1851949393125314,blasiak-subsidies
22303,wdi-LP.LPI.LOGS.XQ,0.0740408372954165,blasiak-subsidies
22304,wdi2-PA.NUS.ATLS,0.1064164596720868,blasiak-subsidies
22305,key-wdi-EG.IMP.CONS.ZS,0.0436351739591551,blasiak-subsidies
22306,wdi-ER.FSH.PROD.MT,0.2337077128140866,blasiak-subsidies
22307,wdi2-NV.SRV.TOTL.KN,0.0646774301442868,blasiak-subsidies
22308,ndgain-nd-vulnerability,0.1244698776577361,blasiak-subsidies
22309,wdi2-SH.XPD.OOPC.CH.ZS,0.0480394984396029,blasiak-subsidies
22310,key-ohi-index-score,0.1725714342385472,blasiak-industry
22311,wdi2-SP.REG.BRTH.UR.ZS,0.0646522191035417,blasiak-industry
22312,wdi2-SL.EMP.1524.SP.FE.NE.ZS,0.1607407013888269,blasiak-industry
22313,wdi-BM.GSR.NFSV.CD,0.0954237804259736,blasiak-industry
22314,wdi2-NE.CON.TOTL.KD.ZG,0.1972589212364327,blasiak-industry
22315,ihme-other-neurological-disorders,0.0804599050749571,blasiak-industry
22316,key-wdi-AG.SRF.TOTL.K2,0.052228920939522,blasiak-industry
22317,wdi2-TM.TAX.MRCH.BR.ZS,0.0725071872427453,blasiak-industry
22318,wdi-EG.ELC.PETR.ZS,0.0717007312492361,blasiak-industry
22319,wdi-IT.NET.BBND.P2,0.032456199100217,blasiak-industry
22320,wdi2-SP.POP.7579.FE.5Y,0.0440960942904341,blasiak-aggsensitivity
22321,wdi2-SE.SEC.CMPT.LO.FE.ZS,0.0730729051920311,blasiak-aggsensitivity
22322,itu-fbs256,0.035540941624819,blasiak-aggsensitivity
22323,wdi2-SH.PRV.SMOK.MA,0.1538560526271602,blasiak-aggsensitivity
22324,irena-bg-cap-on,0.0244154607687739,blasiak-aggsensitivity
22325,wdi2-SL.EMP.TOTL.SP.ZS,0.0578474791310242,blasiak-aggsensitivity
22326,wdi-AG.LND.TOTL.K2,0.0449526152775001,blasiak-aggsensitivity
22327,ldc-LECZ-Value,0.3599919671615532,blasiak-aggsensitivity
22328,wdi2-SG.GEN.PARL.ZS,0.057303232394042,blasiak-aggsensitivity
22329,wdi2-NY.ADJ.NNTY.KD.ZG,0.1489232515326618,blasiak-aggsensitivity
22330,ohi-index-future,0.2208223210267162,blasiak-aggcapacity
22331,key-wdi-EG.FEC.RNEW.ZS,0.0890278103915858,blasiak-aggcapacity
22332,epi-SHI,0.2578359262025764,blasiak-aggcapacity
22333,wdi2-NE.IMP.GNFS.ZS,0.0554549825977361,blasiak-aggcapacity
22334,key-mvi-ldc-REM-Index,0.0573815169460708,blasiak-aggcapacity
22335,blasiak-education,0.1045611491691366,blasiak-aggcapacity
22336,ndgain-id_infr_02-score,0.1018635889857733,blasiak-aggcapacity
22337,wdi2-SP.POP.4044.FE.5Y,0.0284923761198801,blasiak-aggcapacity
22338,hdr-182106,0.0413404246249742,blasiak-aggcapacity
22339,wdi2-NV.MNF.TXTL.ZS.UN,0.04321990393555,blasiak-aggcapacity
22340,wdi2-SH.TBS.INCD,0.1235476502780403,blasiak-index-26-16
22341,wdi2-SL.EMP.SELF.MA.ZS,0.0692837439557754,blasiak-index-26-16
22342,wdi-BM.GSR.TOTL.CD,0.0300077502187268,blasiak-index-26-16
22343,blasiak-sea-85-50,0.0521177230289454,blasiak-index-26-16
22344,ndgain-id_wate_06-raw,0.1461939763392012,blasiak-index-26-16
22345,wdi-EN.ATM.CO2E.PP.GD.KD,0.0196078500511463,blasiak-index-26-16
22346,wdi2-SP.POP.5054.FE.5Y,0.3407985902157457,blasiak-index-26-16
22347,blasiak-sea-45-50,0.0991820848882892,blasiak-index-26-16
22348,wdi-FX.OWN.TOTL.40.ZS,0.0899151338389143,blasiak-index-26-16
22349,wdi2-SE.SEC.PROG.MA.ZS,0.0293454971852152,blasiak-index-26-16
22350,hdr-31706,0.084874239070754,blasiak-index-26-50
22351,ihme-multiple-sclerosis,0.0528582475960212,blasiak-index-26-50
22352,wdi2-SH.DYN.NMRT,0.0231106866248831,blasiak-index-26-50
22353,hdr-175506,0.0373657931754717,blasiak-index-26-50
22354,epi-FSH,0.0157434514299819,blasiak-index-26-50
22355,blasiak-index-45-50,0.5099417628963929,blasiak-index-26-50
22356,itu-iwmp,0.0294758431222824,blasiak-index-26-50
22357,epi-HLT,0.0550355302293837,blasiak-index-26-50
22358,paris-113,0.0790630244633693,blasiak-index-26-50
22359,wdi2-SH.PRG.ANEM,0.1125314213914593,blasiak-index-26-50
22360,ohi-cw-score,0.1058929076937738,blasiak-index-45-16
22361,wdi-FX.OWN.TOTL.PL.ZS,0.1675469029469049,blasiak-index-45-16
22362,wdi2-ST.INT.TVLR.CD,0.0677815965449123,blasiak-index-45-16
22363,epi-PMD,0.1373092074896538,blasiak-index-45-16
22364,ihme-other-unintentional-injuries,0.0710299607810543,blasiak-index-45-16
22365,wdi-IS.AIR.PSGR,0.0252287818784932,blasiak-index-45-16
22366,paris-92,0.0647573474753801,blasiak-index-45-16
22367,ohi-cp-resilience,0.1849552841950378,blasiak-index-45-16
22368,wdi-EN.ATM.CO2E.LF.KT,0.0631642852272037,blasiak-index-45-16
22369,wdi2-TM.VAL.AGRI.ZS.UN,0.1123337257675857,blasiak-index-45-16
22370,wdi-BN.KLT.PTXL.CD,0.0240849399003114,blasiak-index-45-50
22371,wdi-IQ.SCI.MTHD,0.068532322742993,blasiak-index-45-50
22372,key-hdr-137506,0.2307384646075494,blasiak-index-45-50
22373,ndgain-id_habi_05-score,0.032721801515006,blasiak-index-45-50
22374,wdi2-NY.ADJ.NNTY.PC.KD.ZG,0.0862720911466711,blasiak-index-45-50
22375,wdi-CM.MKT.LDOM.NO,0.0427146656023014,blasiak-index-45-50
22376,wdi2-SP.POP.1519.FE.5Y,0.2988382131435532,blasiak-index-45-50
22377,ihme-non-rheumatic-valvular-heart-disease,0.1327143449091527,blasiak-index-45-50
22378,wdi2-NY.ADJ.DNGY.GN.ZS,0.0107263817014131,blasiak-index-45-50
22379,ndgain-id_habi_05-raw,0.0726567747310483,blasiak-index-45-50
22380,wdi-EN.ATM.CO2E.GF.ZS,0.027384697562499,blasiak-index-85-16
22381,hdr-175506,0.1443959807927252,blasiak-index-85-16
22382,wdi2-SH.DYN.AIDS.FE.ZS,0.0315223387476432,blasiak-index-85-16
22383,wdi2-NE.GDI.FTOT.CN,0.031004828277782,blasiak-index-85-16
22384,wdi2-SP.POP.65UP.MA.ZS,0.2915941084226514,blasiak-index-85-16
22385,wdi2-SP.DYN.TO65.MA.ZS,0.0728374674269365,blasiak-index-85-16
22386,wdi-BX.GSR.FCTY.CD,0.067321981765834,blasiak-index-85-16
22387,hdr-23906,0.0485530559435057,blasiak-index-85-16
22388,hdr-121106,0.0733918376795908,blasiak-index-85-16
22389,ihme-typhoid-and-paratyphoid,0.2119937033808318,blasiak-index-85-16
22390,wdi2-SH.XPD.OOPC.PC.CD,0.107013093984898,blasiak-index-85-50
22391,hdr-123506,0.0709780044751519,blasiak-index-85-50
22392,blasiak-index-26-16,0.339257175097119,blasiak-index-85-50
22393,wdi2-SH.STA.POIS.P5.MA,0.0872246340123774,blasiak-index-85-50
22394,wdi2-NY.ADJ.SVNG.GN.ZS,0.0325099291145184,blasiak-index-85-50
22395,wdi2-SE.XPD.TERT.PC.ZS,0.0444356281384785,blasiak-index-85-50
22396,wdi2-NY.GDP.NGAS.RT.ZS,0.0120903641424212,blasiak-index-85-50
22397,ohi-ico-status,0.2409426815412439,blasiak-index-85-50
22398,ihme-drug-use-disorders,0.0272461588797367,blasiak-index-85-50
22399,hdr-122006,0.0383023306140545,blasiak-index-85-50
22500,blasiak-sea-45-50,0.0470281080975878,blasiak-carbon
22501,wdi2-SP.POP.3539.FE.5Y,0.2145908295595388,blasiak-carbon
22502,wdi2-SL.UEM.BASC.FE.ZS,0.0607216510235113,blasiak-carbon
22503,wdi2-SH.MED.PHYS.ZS,0.1413982930268069,blasiak-carbon
22504,wdi2-SN.ITK.VITA.ZS,0.1649591304645406,blasiak-carbon
22505,ndgain-id_infr_05-score,0.0373162860251345,blasiak-carbon
22506,ihme-upper-respiratory-infections,0.0266564747155958,blasiak-carbon
22507,wdi2-TM.VAL.MRCH.R1.ZS,0.1250166241260187,blasiak-carbon
22508,blasiak-index-85-50,0.1083974514015706,blasiak-carbon
22509,hdr-97306,0.0739151515596946,blasiak-carbon
22630,wdi-DT.NFL.IAEA.CD,0.1561121394796202,blasiak-gdp
22631,ohi-ico-status,0.0464850181514877,blasiak-gdp
22632,wdi2-TX.VAL.ICTG.ZS.UN,0.0799067729314447,blasiak-gdp
22633,ihme-other-mental-disorders,0.1785854405665819,blasiak-gdp
22634,wdi2-SL.FAM.WORK.FE.ZS,0.0796411618797277,blasiak-gdp
22635,mvi-ldc-REM-Index,0.0669041987824687,blasiak-gdp
22636,hdr-117806,0.034055520993043,blasiak-gdp
22637,wdi-EN.ATM.CO2E.LF.ZS,0.0537224260879337,blasiak-gdp
22638,wdi2-NY.TAX.NIND.CD,0.1640857818072064,blasiak-gdp
22639,itu-iu75,0.1405015393204856,blasiak-gdp
22690,wdi2-SP.DYN.TO65.FE.ZS,0.3208981918790152,blasiak-life
22691,paris-153,0.0889568752965963,blasiak-life
22692,hdr-120606,0.1095276218486216,blasiak-life
22693,ndgain-id_soci_01-score,0.0317459490434358,blasiak-life
22694,ldc-MMR-Value,0.2547747301544438,blasiak-life
22695,wdi2-SP.POP.3034.MA.5Y,0.0159618842567302,blasiak-life
22696,irena-sb-gen-on,0.014477904418379,blasiak-life
22697,wdi2-SP.POP.0509.MA.5Y,0.0818288702822364,blasiak-life
22698,mvi-ldc-VIC-Index,0.0487562373612672,blasiak-life
22699,wdi-EG.ELC.RNWX.KH,0.0330717354592741,blasiak-life
23430,blasiak-fishers,0.1258544833408096,blasiak-labor
23431,ihme-paralytic-ileus-and-intestinal-obstruction,0.0422935377574636,blasiak-labor
23432,wdi2-SP.POP.2024.MA.5Y,0.3278763805003934,blasiak-labor
23433,ndgain-id_heal_06-raw,0.0596437948744609,blasiak-labor
23434,wdi2-TM.VAL.MRCH.CD.WT,0.0268308149309301,blasiak-labor
23435,wdi2-TM.TAX.MANF.IP.ZS,0.0619433292435468,blasiak-labor
23436,blasiak-index-26-16,0.1747960398658719,blasiak-labor
23437,wdi2-TX.VAL.MRCH.WR.ZS,0.0494812686579236,blasiak-labor
23438,wdi2-NY.ADJ.DPEM.GN.ZS,0.0722450271062304,blasiak-labor
23439,wdi2-SH.MED.BEDS.ZS,0.0590353237223694,blasiak-labor
23590,ohi-cw-future,0.0581581601798252,blasiak-nutrition
23591,epi-SDA,0.0367843021935665,blasiak-nutrition
23592,blasiak-landings,0.1282667842829255,blasiak-nutrition
23593,blasiak-index-26-50,0.2157380788905295,blasiak-nutrition
23594,wdi2-SP.POP.TOTL.FE.IN,0.0327617656859735,blasiak-nutrition
23595,blasiak-export,0.1847259083960706,blasiak-nutrition
23596,wdi2-SP.POP.6569.MA.5Y,0.0675257543599735,blasiak-nutrition
23597,wdi-AG.LND.CREL.HA,0.0210703790260372,blasiak-nutrition
23598,wdi2-NV.AGR.TOTL.CN,0.0078398506394004,blasiak-nutrition
23599,irena-owe-gen-off,0.2471290163456976,blasiak-nutrition
