,feature indicator,feature importance,predicted indicator
19428,unicef-ch5,0.0678654040758539,unicef-a1
19429,irena-ff-cap-off,0.2580439411406589,unicef-a1
19530,ihme-urticaria,0.0047137354032181,unicef-d3
19531,wdi2-SP.POP.1519.FE.5Y,0.011030293037392,unicef-d3
19532,wdi2-SP.POP.TOTL.FE.IN,0.3149929075719644,unicef-d3
19533,ohi-tr-status,0.007772724636053,unicef-d3
19534,wdi-EN.URB.LCTY.UR.ZS,0.0109123130263698,unicef-d3
19535,wdi-DT.NFL.PCBK.CD,0.0142131015854425,unicef-d3
19536,wdi2-SP.POP.0014.TO,0.4834904685522468,unicef-d3
19537,wdi2-SP.RUR.TOTL,0.1248532365203902,unicef-d3
19538,wdi2-SH.DTH.INJR.ZS,0.0036592121307928,unicef-d3
19539,key-mvi-ldc-HAI,0.02436200753613,unicef-d3
19540,unicef-wash3,0.0725860528015959,unicef-m8
19541,unicef-wash1,0.0210617973358867,unicef-m8
19542,ohi-np-pressures,0.2378926397331273,unicef-m8
19543,itu-icts,0.1107596481907722,unicef-m8
19544,ohi-tr-status,0.0496986546661158,unicef-m8
19545,ldc-MMR-Value,0.1158087335730989,unicef-m8
19546,wdi2-NY.GDP.FCST.CN,0.1620452221889192,unicef-m8
19547,ssi-9,0.0752324360750158,unicef-m8
19548,ssi-ssi,0.0210913639195415,unicef-m8
19549,unicef-ch10,0.1338234515159262,unicef-m8
19660,ndgain-id_econ_01-score,0.0414242495985069,unicef-cm3
19661,itu-fmpo,0.0512597787744203,unicef-cm3
19662,unicef-cm21,0.0593275655548492,unicef-cm3
19663,ihme-osteoarthritis,0.0995389608539494,unicef-cm3
19664,wdi2-SH.HIV.ARTC.ZS,0.074430733510467,unicef-cm3
19665,unicef-wash16,0.1681541441971276,unicef-cm3
19666,wdi2-NE.CON.GOVT.CN,0.0393185851770092,unicef-cm3
19667,wdi-IQ.CPA.FINQ.XQ,0.109160880326215,unicef-cm3
19668,unicef-wash14,0.2965672479955135,unicef-cm3
19669,itu-mbb,0.0608178540119417,unicef-cm3
19670,wdi2-NY.GDP.MKTP.CD,0.0335472791967093,unicef-cm5
19671,paris-50,0.0453433734756309,unicef-cm5
19672,ohi-tr-future,0.0809766416572487,unicef-cm5
19673,wdi2-TM.VAL.MRCH.R1.ZS,0.0452886135866665,unicef-cm5
19674,wdi-DT.NFL.UNDP.CD,0.299816333653546,unicef-cm5
19675,wdi2-NE.EXP.GNFS.ZS,0.1628592318171526,unicef-cm5
19676,wdi2-SL.AGR.EMPL.ZS,0.1725915324709837,unicef-cm5
19677,wdi2-SH.STA.WAST.MA.ZS,0.0870193199388925,unicef-cm5
19678,wdi2-SH.IMM.HEPB,0.042797813130255,unicef-cm5
19679,wdi2-TM.VAL.ICTG.ZS.UN,0.0297598610729145,unicef-cm5
19680,wdi2-NE.RSB.GNFS.CN,0.0787880978383736,unicef-cm6
19681,ldc-GSSE-Value,0.0777275506595291,unicef-cm6
19682,wdi2-TG.VAL.TOTL.GD.ZS,0.0320040641995683,unicef-cm6
19683,wdi-IQ.CPA.FISP.XQ,0.0483511403313965,unicef-cm6
19684,ihme-other-intestinal-infectious-diseases,0.3421192490698502,unicef-cm6
19685,mvi-ldc-AIN-Index,0.0308072692733009,unicef-cm6
19686,wdi2-SL.EMP.WORK.FE.ZS,0.2405516690122165,unicef-cm6
19687,epi-AGR,0.0405770645165003,unicef-cm6
19688,epi-GHP,0.051786313622096,unicef-cm6
19689,wdi2-SL.TLF.ACTI.1524.MA.ZS,0.0572875814771681,unicef-cm6
19690,ihme-sudden-infant-death-syndrome,0.0956446826323035,unicef-cm8
19691,wdi2-SP.POP.5559.FE.5Y,0.0723616713634406,unicef-cm8
19692,wdi-IE.PPI.ICTI.CD,0.0550986791746315,unicef-cm8
19693,ohi-spp-pressures,0.0779641012130404,unicef-cm8
19694,wdi2-NY.ADJ.DKAP.GN.ZS,0.0685794242950022,unicef-cm8
19695,key-epi-FSS,0.0882337826512144,unicef-cm8
19696,wdi-BM.TRF.PRVT.CD,0.04680295733653,unicef-cm8
19697,ldc-MMR-Value,0.3072094559989398,unicef-cm8
19698,wdi-FP.CPI.TOTL.ZG,0.0482649036050825,unicef-cm8
19699,ndgain-id_soci_02-score,0.1398403417298147,unicef-cm8
19700,unicef-cm8,0.612207693664936,unicef-cm11
19701,irena-rh-cap-off,0.1222970671549208,unicef-cm11
19702,itu-fbt,0.012763961796451,unicef-cm11
19703,wdi-IQ.CPA.REVN.XQ,0.0925395399091829,unicef-cm11
19704,wdi2-NV.IND.MANF.KN,0.0167428197444745,unicef-cm11
19705,ihme-rheumatic-heart-disease,0.031746472565029,unicef-cm11
19706,wdi2-NE.CON.PRVT.CD,0.0203090275215977,unicef-cm11
19707,ndgain-id_infr_05-score,0.0254105355862472,unicef-cm11
19708,unicef-wash10,0.0567047791944239,unicef-cm11
19709,wdi-IS.SHP.GCNW.XQ,0.0092781028627367,unicef-cm11
19710,hdr-71506,0.2745620691884383,unicef-cm13
19711,ndgain-id_gove_03-raw,0.0258275984671961,unicef-cm13
19712,wdi2-NY.GDP.PCAP.CD,0.0280011287797329,unicef-cm13
19713,wdi2-SP.DYN.IMRT.MA.IN,0.2859993648548568,unicef-cm13
19714,mvi-economic,0.0117764341878434,unicef-cm13
19715,wdi2-NY.GDS.TOTL.ZS,0.0479755549084393,unicef-cm13
19716,hdr-24106,0.1121758637390259,unicef-cm13
19717,wdi2-SL.TLF.ACTI.MA.ZS,0.0177840848862291,unicef-cm13
19718,wdi-IQ.CPA.GNDR.XQ,0.1015175544662006,unicef-cm13
19719,ldc-MMR-Index,0.0943803465220374,unicef-cm13
19720,wdi2-SP.DYN.TO65.FE.ZS,0.1648669448065857,unicef-cm15
19721,wdi-FP.WPI.TOTL,0.0154899745566484,unicef-cm15
19722,unicef-cm6,0.2911731451224559,unicef-cm15
19723,wdi2-SL.UEM.TOTL.MA.ZS,0.0158586600376402,unicef-cm15
19724,wdi2-NY.GNP.ATLS.CD,0.0349367906187345,unicef-cm15
19725,unicef-wash17,0.0457214874834687,unicef-cm15
19726,epi-MSW,0.0089191967643565,unicef-cm15
19727,unicef-cm8,0.3312254161320859,unicef-cm15
19728,ihme-protein-energy-malnutrition,0.0323526216425861,unicef-cm15
19729,ldc-GSSE-Index,0.0594557628354375,unicef-cm15
19730,wdi2-NE.DAB.TOTL.KN,0.069886761982742,unicef-cm17
19731,unicef-cm15,0.1311690317240001,unicef-cm17
19732,wdi2-SL.AGR.EMPL.ZS,0.1309424730625962,unicef-cm17
19733,wdi2-NY.GDP.DEFL.KD.ZG,0.1820625298097552,unicef-cm17
19734,epi-HMT,0.0833900160534596,unicef-cm17
19735,wdi-BM.TRF.PWKR.CD.DT,0.0152145215507969,unicef-cm17
19736,key-wdi-IT.CEL.SETS.P2,0.0169291799286503,unicef-cm17
19737,unicef-d1,0.3240271643013581,unicef-cm17
19738,paris-93,0.0143393653351571,unicef-cm17
19739,wdi-IC.TAX.DURS,0.0320389562514841,unicef-cm17
19740,paris-32,0.0115640465115194,unicef-cm18
19741,wdi-FS.AST.PRVT.GD.ZS,0.01342184873665,unicef-cm18
19742,wdi-DT.NFL.ILOG.CD,0.0337564826017901,unicef-cm18
19743,wdi2-SL.TLF.TOTL.IN,0.1626442201876884,unicef-cm18
19744,unicef-cm11,0.0473834010168685,unicef-cm18
19745,paris-31,0.0181295571192087,unicef-cm18
19746,ohi-cp-resilience,0.047565344006276,unicef-cm18
19747,unicef-d2,0.5398527433106061,unicef-cm18
19748,wdi-BX.GRT.EXTA.CD.WD,0.1179502847667759,unicef-cm18
19749,itu-pc4,0.0077320717426165,unicef-cm18
19750,wdi-DT.DOD.DSTC.XP.ZS,0.0728635563397649,unicef-cm19
19751,wdi2-SL.EMP.VULN.FE.ZS,0.1829286936534971,unicef-cm19
19752,wdi-IE.PPN.TRAN.CD,0.1524886174491667,unicef-cm19
19753,ihme-colon-and-rectum-cancer,0.1061228159729995,unicef-cm19
19754,ihme-mesothelioma,0.0862597062043257,unicef-cm19
19755,hdr-38606,0.0824919879687977,unicef-cm19
19756,ihme-tuberculosis,0.0681304789770975,unicef-cm19
19757,wdi2-NE.CON.TOTL.CN,0.0758322757500206,unicef-cm19
19758,wdi2-SP.POP.TOTL,0.0607195437579377,unicef-cm19
19759,wdi-DT.NFL.PCBK.CD,0.1121623239263922,unicef-cm19
19760,hdr-21806,0.3137454162589103,unicef-cm20
19761,ihme-decubitus-ulcer,0.0254955673610192,unicef-cm20
19762,ndgain-id_heal_03-score,0.0438005978084166,unicef-cm20
19763,wdi2-SL.EMP.TOTL.SP.MA.ZS,0.1328116646360306,unicef-cm20
19764,wdi2-TM.QTY.MRCH.XD.WD,0.1613388682565047,unicef-cm20
19765,unicef-cm3,0.0802678140948956,unicef-cm20
19766,epi-RMS,0.0337607893712282,unicef-cm20
19767,hdr-101806,0.1108863538142315,unicef-cm20
19768,ihme-hiv/aids,0.0976508449041338,unicef-cm20
19769,paris-32,0.0002420834946293,unicef-cm20
19770,wdi-IC.REG.COST.PC.ZS,0.253424926918013,unicef-cm21
19771,wdi-DT.DOD.PVLX.CD,0.0661544398571472,unicef-cm21
19772,wdi-DT.NFL.FAOG.CD,0.2636989510156904,unicef-cm21
19773,wdi2-NY.GNS.ICTR.CN,0.0719887960498088,unicef-cm21
19774,ihme-thyroid-cancer,0.0292067803517131,unicef-cm21
19775,wdi2-NV.IND.TOTL.KN,0.0306778866041379,unicef-cm21
19776,ihme-cystic-echinococcosis,0.0334116729647074,unicef-cm21
19777,hdr-103006,0.0958494733878525,unicef-cm21
19778,ihme-age-related-and-other-hearing-loss,0.0563360733665363,unicef-cm21
19779,wdi-GC.REV.GOTR.CN,0.0992509994843929,unicef-cm21
19780,ihme-gynecological-diseases,0.1222680810163339,unicef-ah1
19781,unicef-cm11,0.2020799411260085,unicef-ah1
19782,ohi-index-future,0.043169430701297,unicef-ah1
19783,wdi2-NE.IMP.GNFS.KN,0.0425388252007303,unicef-ah1
19784,unicef-wash17,0.1377104354084499,unicef-ah1
19785,wdi-BM.GSR.TOTL.CD,0.0451262003972514,unicef-ah1
19786,ndgain-id_soci_04-raw,0.0561984515855819,unicef-ah1
19787,ihme-encephalitis,0.1688510983044851,unicef-ah1
19788,wdi-EN.URB.MCTY.TL.ZS,0.041005950082644,unicef-ah1
19789,wdi2-SP.DYN.TFRT.IN,0.1410515861772174,unicef-ah1
19790,wdi-IQ.CPA.PRES.XQ,0.0321784593207704,unicef-ah2
19791,ihme-congenital-birth-defects,0.3573004859630251,unicef-ah2
19792,wdi-GC.TAX.YPKG.ZS,0.1066771958501105,unicef-ah2
19793,ihme-diarrheal-diseases,0.1380886734516609,unicef-ah2
19794,ldc-MMR-Index,0.1192916501489571,unicef-ah2
19795,wdi2-SP.POP.7579.FE.5Y,0.0421784875485936,unicef-ah2
19796,unicef-wash13,0.0296041453392438,unicef-ah2
19797,ihme-meningitis,0.078511102417648,unicef-ah2
19798,wdi-IC.LGL.CRED.XQ,0.0600199735762305,unicef-ah2
19799,mvi-ldc-AFF-Index,0.0361498263837597,unicef-ah2
19800,wdi2-NY.GNP.PCAP.PP.KD,0.0077694296881007,unicef-ncwh9
19801,wdi2-SH.H2O.BASW.ZS,0.0048669535415775,unicef-ncwh9
19802,wdi-IC.BUS.NDNS.ZS,0.0078612672315377,unicef-ncwh9
19803,wdi2-NV.FSM.TOTL.KN,0.0049645969779651,unicef-ncwh9
19804,itu-fmpo,0.0108141947619162,unicef-ncwh9
19805,unicef-a4,0.8995571415690661,unicef-ncwh9
19806,wdi2-ST.INT.TVLR.CD,0.0045623283352519,unicef-ncwh9
19807,wdi2-SE.COM.DURS,0.0110266033119162,unicef-ncwh9
19808,wdi2-SH.XPD.GHED.GD.ZS,0.0319774776796101,unicef-ncwh9
19809,wdi-IC.LGL.CRED.XQ,0.0166000069030581,unicef-ncwh9
19810,wdi2-SP.POP.5559.FE.5Y,0.2384422800334883,unicef-ncwh11
19811,hdr-38506,0.1136326549423875,unicef-ncwh11
19812,ihme-drowning,0.0350359204886605,unicef-ncwh11
19813,hdr-24006,0.0757061719669267,unicef-ncwh11
19814,key-epi-FSS,0.0426225075539411,unicef-ncwh11
19815,paris-50,0.0110058314986562,unicef-ncwh11
19816,wdi-IC.REG.COST.PC.MA.ZS,0.0698139974500745,unicef-ncwh11
19817,ndgain-id_food_02-score,0.1135897881703736,unicef-ncwh11
19818,ihme-invasive-non-typhoidal-salmonella-(ints),0.2124437788285321,unicef-ncwh11
19819,ihme-aortic-aneurysm,0.0877070690669593,unicef-ncwh11
19820,wdi2-NV.AGR.TOTL.KD.ZG,0.0052336330657938,unicef-a4
19821,ndgain-id_wate_06-score,0.0135800699811374,unicef-a4
19822,wdi2-ST.INT.RCPT.XP.ZS,0.0018746615079679,unicef-a4
19823,wdi2-SP.POP.1519.MA.5Y,0.0076325105267955,unicef-a4
19824,wdi2-SH.DYN.NCOM.FE.ZS,0.0079745324566935,unicef-a4
19825,ihme-self-harm,0.0142186573934523,unicef-a4
19826,wdi-BX.GSR.TOTL.CD,0.0037739076894139,unicef-a4
19827,ndgain-id_infr_05-raw,0.0137854946917581,unicef-a4
19828,wdi2-NY.GDP.DISC.KN,0.0073992437663924,unicef-a4
19829,unicef-ncwh9,0.9245272889205948,unicef-a4
20060,wdi-HD.HCI.OVRL.UB.MA,0.0986412916682074,unicef-ah10
20061,ssi-pdh,0.0943908553744677,unicef-ah10
20062,ssi-9,0.1132173422685229,unicef-ah10
20063,ldc-EVI,0.0335413153689567,unicef-ah10
20064,ohi-mar-status,0.0728708507960717,unicef-ah10
20065,ohi-index-score,0.0330160865861655,unicef-ah10
20066,unicef-a2,0.3126119265915935,unicef-ah10
20067,ldc-AFF-Value,0.128779632396703,unicef-ah10
20068,unicef-m13,0.043845730933929,unicef-ah10
20069,unicef-mnh16,0.0690849680153823,unicef-ah10
20070,wdi2-SE.SEC.NENR,0.0436103911930787,unicef-ah11
20071,hdr-182106,0.0521437902116258,unicef-ah11
20072,wdi2-SH.STA.BASS.ZS,0.0750987577876835,unicef-ah11
20073,wdi2-ST.INT.RCPT.CD,0.1364272871951055,unicef-ah11
20074,wdi2-NY.ADJ.DKAP.CD,0.0831204973128934,unicef-ah11
20075,ndgain-id_gove_01-score,0.0722815853241962,unicef-ah11
20076,paris-131,0.1892738158902493,unicef-ah11
20077,wdi2-SP.POP.0014.MA.ZS,0.2338331365783194,unicef-ah11
20078,paris-59,0.0289168975855428,unicef-ah11
20079,wdi2-NE.GDI.FTOT.CD,0.085293840921305,unicef-ah11
20730,ihme-congenital-birth-defects,0.1567241886011308,unicef-ncwh10
20731,wdi2-TM.VAL.MRCH.R5.ZS,0.1757027005661778,unicef-ncwh10
20732,wdi-DT.TDS.DECT.GN.ZS,0.1089724015826609,unicef-ncwh10
20733,ihme-chronic-kidney-disease,0.0673433228453737,unicef-ncwh10
20734,ihme-neonatal-disorders,0.2048135964075351,unicef-ncwh10
20735,wdi-FD.AST.PRVT.GD.ZS,0.0696015769451437,unicef-ncwh10
20736,wdi2-per_sa_allsa.cov_q4_tot,0.0358598872374173,unicef-ncwh10
20737,ohi-fis-resilience,0.0462908621916086,unicef-ncwh10
20738,paris-59,0.0500570166647652,unicef-ncwh10
20739,wdi-BN.KLT.DINV.CD,0.0846344469581864,unicef-ncwh10
20960,wdi2-SP.POP.6569.MA.5Y,0.0823366358031254,unicef-wash1
20961,wdi-EN.URB.MCTY,0.013439372929075,unicef-wash1
20962,ohi-spp-pressures,0.0438240769360711,unicef-wash1
20963,key-egov-epi,0.0853548561569486,unicef-wash1
20964,ohi-tr-status,0.0792311060618434,unicef-wash1
20965,wdi2-SE.SEC.DURS,0.0135009972439935,unicef-wash1
20966,egov-hci,0.3113715578583246,unicef-wash1
20967,ssi-8,0.0399375779874067,unicef-wash1
20968,key-egov-tii,0.1716901027384052,unicef-wash1
20969,unicef-mnh1,0.159313716284806,unicef-wash1
21220,epi-BCA,0.0392049135297796,unicef-d6
21221,key-egov-egi,0.0698306215428708,unicef-d6
21222,key-egov-osi,0.0648504009312368,unicef-d6
21223,key-46,0.0204393641538864,unicef-d6
21224,ldc-ALR-Value,0.1319438029185757,unicef-d6
21225,ohi-spp-pressures,0.1631586373890802,unicef-d6
21226,unicef-ncwh12,0.1659409802956825,unicef-d6
21227,irena-owe-cap-on,0.2644829894291764,unicef-d6
21228,ohi-bd-score,0.0555923041081039,unicef-d6
21229,wdi2-NE.CON.TOTL.KD.ZG,0.0245559857016074,unicef-d6
21230,wdi2-SM.POP.REFG,0.0719045534666061,unicef-d7
21231,ssi-e,0.0409949186175059,unicef-d7
21232,wdi2-SG.GEN.PARL.ZS,0.0322891240594011,unicef-d7
21233,wdi2-NE.GDI.TOTL.KD.ZG,0.0307262546155439,unicef-d7
21234,ldc-MMR-Value,0.0303647536926691,unicef-d7
21235,key-egov-egi,0.1474375103068795,unicef-d7
21236,wdi-HD.HCI.OVRL.FE,0.1805392274060855,unicef-d7
21237,itu-mbb,0.1033609724222412,unicef-d7
21238,ldc-AFF-Index,0.2589927208020728,unicef-d7
21239,unicef-ch6,0.1033899646109944,unicef-d7
21240,ldc-MMR-Index,0.2369985641603656,unicef-d10
21241,wdi-BN.TRF.CURR.CD,0.032442693231292,unicef-d10
21242,ssi-bn,0.2495906478546436,unicef-d10
21243,wdi-BX.TRF.CURR.CD,0.0420172365149498,unicef-d10
21244,wdi2-SP.M15.2024.FE.ZS,0.0357463400273989,unicef-d10
21245,unicef-d12,0.19925967678702,unicef-d10
21246,wdi2-NE.RSB.GNFS.CD,0.0516680972975302,unicef-d10
21247,epi-WWT,0.0362050018772129,unicef-d10
21248,unicef-ch1,0.0245999833776458,unicef-d10
21249,wdi2-SP.POP.1564.TO.ZS,0.0914717588719407,unicef-d10
21250,key-egov-egi,0.1786391155822899,unicef-mnh1
21251,wdi2-SH.SGR.CRSK.ZS,0.2073654971950483,unicef-mnh1
21252,unicef-m5,0.0477206292506558,unicef-mnh1
21253,unicef-d12,0.1842432733287326,unicef-mnh1
21254,unicef-d7,0.167427775208973,unicef-mnh1
21255,ssi-e,0.0200960445075443,unicef-mnh1
21256,itu-gci-coop,0.0529873899145409,unicef-mnh1
21257,wdi2-SG.LAW.INDX,0.0153990955565507,unicef-mnh1
21258,wdi2-NY.GDP.MKTP.KD.ZG,0.0224246592773048,unicef-mnh1
21259,egov-osi,0.1036965201783592,unicef-mnh1
21260,wdi2-NV.AGR.TOTL.CD,0.0959697972153528,unicef-mnh14
21261,mvi-economic,0.0138039344465184,unicef-mnh14
21262,wdi2-SL.TLF.CACT.FM.NE.ZS,0.021592936699117,unicef-mnh14
21263,wdi-EG.ELC.ACCS.RU.ZS,0.3543677717942241,unicef-mnh14
21264,wdi-DT.ODA.ODAT.CD,0.2615648244070834,unicef-mnh14
21265,wdi-ER.GDP.FWTL.M3.KD,0.0163909765341174,unicef-mnh14
21266,hdr-149206,0.0177253806958699,unicef-mnh14
21267,paris-152,0.0396354093859899,unicef-mnh14
21268,paris-151,0.1486595459614128,unicef-mnh14
21269,ndgain-nd-vulnerability-health,0.0302894228603138,unicef-mnh14
21270,paris-37,0.1828763015009767,unicef-mnh15
21271,ihme-whooping-cough,0.071464167277899,unicef-mnh15
21272,wdi-IQ.CPA.TRAN.XQ,0.2042047454597692,unicef-mnh15
21273,wdi-DT.TDS.DPPG.GN.ZS,0.0596807236455802,unicef-mnh15
21274,wdi2-SH.DTH.MORT,0.1139625385632079,unicef-mnh15
21275,wdi2-NY.GDP.MKTP.CD,0.0134952204962295,unicef-mnh15
21276,wdi-DC.DAC.TOTL.CD,0.0621026320949239,unicef-mnh15
21277,wdi-GF.XPD.BUDG.ZS,0.1010437513760185,unicef-mnh15
21278,wdi2-SL.FAM.WORK.ZS,0.0656919298224469,unicef-mnh15
21279,wdi-AG.LND.CREL.HA,0.1254779897629477,unicef-mnh15
21280,ssi-2,0.0776991514998708,unicef-mnh16
21281,itu-mmbi,0.0581964529825756,unicef-mnh16
21282,itu-fmpo,0.0753219199125565,unicef-mnh16
21283,unicef-m11,0.0197369647819344,unicef-mnh16
21284,ohi-mar-status,0.3747980371551223,unicef-mnh16
21285,wdi2-PA.NUS.PPP,0.0153649886316394,unicef-mnh16
21286,wdi2-NE.GDI.TOTL.KN,0.0364003634358605,unicef-mnh16
21287,wdi2-TM.VAL.OTHR.ZS.WT,0.0240553308410288,unicef-mnh16
21288,unicef-m1,0.2943208927653247,unicef-mnh16
21289,epi-TCL,0.0241058979940866,unicef-mnh16
21290,unicef-ncwh3,0.056594121735684,unicef-wash4
21291,unicef-m7,0.0245585606351099,unicef-wash4
21292,unicef-wash6,0.4146387862546378,unicef-wash4
21293,wdi-FI.RES.XGLD.CD,0.006373500300422,unicef-wash4
21294,egov-egr,0.0435301147275904,unicef-wash4
21295,key-mvi-ldc-AFF-Index,0.0399824962276999,unicef-wash4
21296,ssi-bn,0.3925026226390115,unicef-wash4
21297,wdi2-VC.IDP.NWCV,0.0051455866591489,unicef-wash4
21298,ssi-9,0.011685750770742,unicef-wash4
21299,wdi2-SP.POP.TOTL,0.0049884600499531,unicef-wash4
21300,wdi2-SP.POP.0014.MA.ZS,0.0121100210187404,unicef-m2
21301,wdi2-SP.POP.1519.FE.5Y,0.0460514027078878,unicef-m2
21302,unicef-m1,0.334746440399102,unicef-m2
21303,key-egov-epi,0.0953616547666212,unicef-m2
